Time	speed	torque	motor_current	motor_voltage	motor_power	line_voltage	line_current	line_power	Bridge	PFC	IGBT2	Temp_Ext	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.5237	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9350	0.0000	2.1600	0.0000	0.0000	0.0000	0.0000	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.0350	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9400	0.0000	2.1700	39.4948	37.7863	55.1590	24.0019	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.5535	0.0000	0.0120	0.0000	0.0000	-0.0100	230.9450	0.0000	2.1700	39.4948	37.7863	55.1590	24.0019	0.0000	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.6971	0.0000	0.0120	0.0000	0.0000	-0.0100	230.9450	0.0000	2.1700	39.4948	37.7863	55.1590	24.0019	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8425	0.0000	25.0000	0.0000	0.0053	40.0000	30.0000
2.2852	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9480	0.0000	2.1600	39.4920	37.7560	55.1212	24.0686	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8222	0.0000	25.0000	0.0000	0.0058	40.0000	30.0000
2.3151	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9480	0.0000	2.1600	39.4920	37.7560	55.1212	24.0686	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8222	0.0000	25.0000	0.0000	0.0058	40.0000	30.0000
2.8264	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9490	0.0000	2.1700	39.4538	37.7518	55.0604	24.1452	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8750	0.0000	25.0000	0.0000	0.0058	40.0000	30.0000
2.9375	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9490	0.0000	2.1700	39.4538	37.7518	55.0604	24.1452	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8750	0.0000	25.0000	0.0000	0.0058	40.0000	30.0000
3.3476	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9490	0.0000	2.1600	39.4361	37.7625	55.0143	24.1768	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.9034	0.0000	25.0000	0.0000	0.0055	40.0000	30.0000
3.5424	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9490	0.0000	2.1600	39.4361	37.7625	55.0143	24.1768	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.9034	0.0000	25.0000	0.0000	0.0055	40.0000	30.0000
3.8582	0.0000	0.0120	0.0000	0.0000	-0.0100	230.9480	0.0000	2.1600	39.4361	37.7625	55.0143	24.1768	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8398	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
4.1528	0.0000	0.0120	0.0000	0.0000	-0.0100	230.9440	0.0000	2.1600	39.4086	37.7387	54.9641	24.2912	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8398	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
4.3691	0.0000	0.0120	0.0000	0.0000	-0.0100	230.9440	0.0000	2.1600	39.4086	37.7387	54.9641	24.2912	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8398	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
4.7817	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9400	0.0000	2.1600	39.4086	37.7387	54.9641	24.2912	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8533	0.0000	25.0000	0.0000	0.0054	40.0000	30.0000
4.8849	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9400	0.0000	2.1600	39.4086	37.7387	54.9641	24.2912	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8533	0.0000	25.0000	0.0000	0.0054	40.0000	30.0000
5.3948	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9340	0.0000	2.1600	39.3964	37.7429	54.8927	24.1404	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8412	0.0000	25.0000	0.0000	0.0057	40.0000	30.0000
5.3991	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9340	0.0000	2.1600	39.3964	37.7429	54.8927	24.1404	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8412	0.0000	25.0000	0.0000	0.0057	40.0000	30.0000
5.9301	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9280	0.0000	2.1600	39.3964	37.7429	54.8927	24.1404	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8331	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
6.0013	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9280	0.0000	2.1600	39.3964	37.7429	54.8927	24.1404	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.8331	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
6.4573	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9180	0.0000	2.1500	39.3811	37.7327	54.8365	24.4742	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7925	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
6.6255	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9180	0.0000	2.1500	39.3811	37.7327	54.8365	24.4742	0.0000	635.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7925	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
6.9718	0.0000	0.0130	0.0000	0.0000	-0.0100	230.9080	0.0000	2.1600	39.3396	37.7112	54.7618	24.1962	0.0000	1000.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7735	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
7.2631	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8960	0.0000	2.1600	39.3391	37.7033	54.7374	24.2076	0.0000	1000.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7735	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
7.4938	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8960	0.0000	2.1600	39.3391	37.7033	54.7374	24.2076	0.0000	1000.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7735	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
7.8762	0.0000	0.0120	0.0000	0.0000	-0.0100	230.8830	0.0000	2.5300	39.3219	37.7047	54.6669	24.1149	0.0000	1000.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7289	0.0000	25.0000	0.0000	0.0057	40.0000	30.0000
8.0228	0.0000	0.0120	0.0000	0.0000	-0.0100	230.8830	0.0000	2.5300	39.3219	37.7047	54.6669	24.1149	0.0000	1000.0000	445.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7289	0.0000	25.0000	0.0000	0.0057	40.0000	30.0000
8.5114	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8710	0.0000	2.1600	39.3219	37.7047	54.6669	24.1149	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7411	0.0000	25.0000	0.0000	0.0049	40.0000	30.0000
8.5402	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8710	0.0000	2.1600	39.3219	37.7047	54.6669	24.1149	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.7411	0.0000	25.0000	0.0000	0.0049	40.0000	30.0000
9.0556	0.0000	0.0140	0.0000	0.0000	-0.0100	230.8580	0.0000	2.1600	39.3186	37.6804	54.6470	23.7735	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6625	0.0000	25.0000	0.0000	0.0054	40.0000	30.0000
9.1167	0.0000	0.0140	0.0000	0.0000	-0.0100	230.8580	0.0000	2.1600	39.3186	37.6804	54.6470	23.7735	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6625	0.0000	25.0000	0.0000	0.0054	40.0000	30.0000
9.5854	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8460	0.0000	2.4800	39.3186	37.6804	54.6470	23.7735	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6612	0.0000	25.0000	0.0000	0.0055	40.0000	30.0000
9.7395	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8460	0.0000	2.4800	39.3186	37.6804	54.6470	23.7735	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6612	0.0000	25.0000	0.0000	0.0055	40.0000	30.0000
10.0970	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8320	0.0000	2.1500	39.2757	37.6864	54.5691	23.7097	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6530	0.0000	25.0000	0.0000	0.0052	40.0000	30.0000
10.3418	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8320	0.0000	2.1500	39.2757	37.6864	54.5691	23.7097	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6530	0.0000	25.0000	0.0000	0.0052	40.0000	30.0000
10.6158	0.0000	0.0130	0.0000	0.0000	-0.0100	230.8150	0.0000	2.1900	39.2459	37.6822	54.5083	23.7603	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6530	0.0000	25.0000	0.0000	0.0052	40.0000	30.0000
10.9464	0.0000	0.0120	0.0000	0.0000	-0.0100	230.7970	0.0000	2.1700	39.2403	37.6566	54.4876	23.8071	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6449	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
11.1280	0.0000	0.0120	0.0000	0.0000	-0.0100	230.7970	0.0000	2.1700	39.2403	37.6566	54.4876	23.8071	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0672	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	321.6449	0.0000	25.0000	0.0000	0.0056	40.0000	30.0000
11.5651	0.0000	0.0270	0.0000	0.0000	-0.0100	230.7770	0.0000	2.1600	39.2254	37.6356	54.4369	23.9944	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0011	0.0000	0.0672	0.0000	-0.0201	0.0023	0.0000	0.0023	1.3300	0.0000	316.5231	-0.0003	25.0000	0.0000	0.0055	40.0000	30.0000
11.6454	0.0000	0.0270	0.0000	0.0000	-0.0100	230.7770	0.0000	2.1600	39.2254	37.6356	54.4369	23.9944	0.0000	1000.0000	500.0000	0.0000	0.0000	0.0011	0.0000	0.0672	0.0000	-0.0201	0.0023	0.0000	0.0023	1.3300	0.0000	316.5231	-0.0003	25.0000	0.0000	0.0055	40.0000	30.0000
12.1689	15.0000	-0.0170	0.4255	4.1950	4.0300	230.7540	0.0712	7.2100	39.2142	37.6528	54.4230	23.9267	0.0000	1000.0000	500.0000	0.0000	6.2066	-0.1113	0.0000	0.1583	0.0000	2.0999	-0.1173	2.0756	0.2824	14.4550	0.0000	306.0354	45.4016	25.0355	2.0898	1.2824	40.0000	30.0000
12.6802	0.0000	-0.0000	1.3854	12.7980	40.1000	230.7050	0.3967	57.1700	39.1862	37.6575	54.3709	24.1409	0.0000	1000.0000	500.0000	0.0000	0.0703	0.0434	0.0000	0.1870	0.0000	3.0542	0.0401	3.0257	0.0701	20.4049	0.0000	297.4212	92.7137	25.4173	3.0063	1.6200	40.0906	30.0000
12.7712	0.0000	-0.0000	1.3854	12.7980	40.1000	230.7050	0.3967	57.1700	39.1862	37.6575	54.3709	24.1409	0.0000	1000.0000	500.0000	0.0000	0.0703	0.0434	0.0000	0.1870	0.0000	3.0542	0.0401	3.0257	0.0701	20.4049	0.0000	297.4212	92.7137	25.4173	3.0063	1.6200	40.0906	30.0000
13.2001	0.0000	-0.0000	2.0078	18.7520	85.0400	230.6580	0.7204	112.4500	39.1862	37.6575	54.3709	24.1409	0.0000	1000.0000	500.0000	0.0000	-0.0318	0.0434	0.0000	0.1875	0.0000	2.8174	0.0388	3.0295	0.0369	16.4049	0.0000	298.0642	87.2560	26.1613	3.0745	2.1505	40.0906	30.0000
13.3849	0.0000	-0.0000	2.0078	18.7520	85.0400	230.6580	0.7204	112.4500	39.1862	37.6575	54.3709	24.1409	0.0000	1000.0000	500.0000	0.0000	-0.0318	0.0434	0.0000	0.1875	0.0000	2.8174	0.0388	3.0295	0.0369	16.4049	0.0000	298.0642	87.2560	26.1613	3.0745	2.1505	40.0906	30.0000
13.7301	0.0000	-0.0000	2.0122	18.8620	85.7300	230.6520	0.7279	113.4500	39.1834	37.6337	54.3396	24.0809	0.0000	1000.0000	500.0000	0.0000	3.0382	0.0020	0.0060	0.0803	0.0806	0.8974	0.0055	0.8874	-0.0972	7.3480	0.4314	316.2033	10.0238	71.0275	0.8994	0.6935	40.4641	30.0000
13.9999	124.0000	-0.1070	0.6554	5.9280	8.8500	230.6950	0.1416	17.7600	39.1834	37.6337	54.3396	24.0809	0.0000	1000.0000	500.0000	0.0000	3.0382	0.0020	0.0060	0.0803	0.0806	0.8974	0.0055	0.8874	-0.0972	7.3480	0.4314	316.2033	10.0238	71.0275	0.8994	0.6935	40.4641	30.0000
14.2428	124.0000	-0.1070	0.6554	5.9280	8.8500	230.6950	0.1416	17.7600	39.1834	37.6337	54.3396	24.0809	0.0000	1000.0000	500.0000	0.0000	3.0382	0.0020	0.0060	0.0803	0.0806	0.8974	0.0055	0.8874	-0.0972	7.3480	0.4314	316.2033	10.0238	71.0275	0.8994	0.6935	40.4641	30.0000
14.6241	382.0000	-0.1080	0.6558	8.5750	9.1000	230.6620	0.1385	17.3900	39.1489	37.6449	54.3484	23.6080	0.0000	1000.0000	500.0000	0.0000	229.7426	0.1817	0.2022	0.0780	0.0757	0.6123	0.3940	0.6615	0.3711	2.9634	11.0962	314.8190	9.9302	70.7708	0.7866	0.6689	40.5475	30.0000
14.7615	382.0000	-0.1080	0.6558	8.5750	9.1000	230.6620	0.1385	17.3900	39.1489	37.6449	54.3484	23.6080	0.0000	1000.0000	500.0000	0.0000	229.7426	0.1817	0.2022	0.0780	0.0757	0.6123	0.3940	0.6615	0.3711	2.9634	11.0962	314.8190	9.9302	70.7708	0.7866	0.6689	40.5475	30.0000
15.2202	633.0000	-0.1110	0.2944	13.1330	5.2100	230.6420	0.1027	12.3600	39.1489	37.6449	54.3484	23.6080	0.0000	1000.0000	500.0000	0.0000	543.2111	0.1285	0.1272	0.0707	0.0709	0.2984	0.3046	0.2936	0.3707	1.8505	18.7404	316.0080	9.0040	70.5078	0.4264	0.2832	40.5475	30.0000
15.2730	633.0000	-0.1110	0.2944	13.1330	5.2100	230.6420	0.1027	12.3600	39.1489	37.6449	54.3484	23.6080	0.0000	1000.0000	500.0000	0.0000	543.2111	0.1285	0.1272	0.0707	0.0709	0.2984	0.3046	0.2936	0.3707	1.8505	18.7404	316.0080	9.0040	70.5078	0.4264	0.2832	40.5475	30.0000
15.7849	897.0000	-0.1100	0.3016	21.9980	8.6500	230.6220	0.1248	15.4500	39.1680	37.6458	54.4461	23.5957	0.0000	1000.0000	500.0000	0.0000	846.1025	0.1086	0.1302	0.0708	0.0706	0.3613	0.2585	0.3496	0.3795	2.0203	27.6343	314.2382	13.6741	70.2365	0.4962	0.3201	40.5662	30.0000
15.8260	897.0000	-0.1100	0.3016	21.9980	8.6500	230.6220	0.1248	15.4500	39.1680	37.6458	54.4461	23.5957	0.0000	1000.0000	500.0000	0.0000	846.1025	0.1086	0.1302	0.0708	0.0706	0.3613	0.2585	0.3496	0.3795	2.0203	27.6343	314.2382	13.6741	70.2365	0.4962	0.3201	40.5662	30.0000
16.3054	1009.0000	-0.0410	0.3275	30.9330	12.2900	230.6040	0.1546	19.6200	39.1517	37.6262	54.6392	23.5389	0.0000	1000.0000	500.0000	0.0000	1011.5673	0.0345	0.0283	0.0706	0.0706	0.3434	0.0863	0.3961	0.1001	2.4337	30.3834	316.4057	5.3360	69.9871	0.4006	0.3293	40.5828	30.0000
16.4291	1009.0000	-0.0410	0.3275	30.9330	12.2900	230.6040	0.1546	19.6200	39.1517	37.6262	54.6392	23.5389	0.0000	1000.0000	500.0000	0.0000	1011.5673	0.0345	0.0283	0.0706	0.0706	0.3434	0.0863	0.3961	0.1001	2.4337	30.3834	316.4057	5.3360	69.9871	0.4006	0.3293	40.5828	30.0000
16.8580	1005.0000	-0.0400	0.2915	36.4900	4.9100	230.5750	0.1035	12.4400	39.1610	37.6304	54.6954	23.5366	0.0000	1000.0000	500.0000	0.0000	1003.5456	0.0474	0.0296	0.0706	0.0706	0.4166	0.1199	0.3756	0.1098	2.3189	30.1709	316.5248	5.4858	69.7479	0.4181	0.2943	40.5828	30.0000
17.0393	1005.0000	-0.0400	0.2915	36.4900	4.9100	230.5750	0.1035	12.4400	39.1610	37.6304	54.6954	23.5366	0.0000	1000.0000	500.0000	0.0000	1003.5456	0.0474	0.0296	0.0706	0.0706	0.4166	0.1199	0.3756	0.1098	2.3189	30.1709	316.5248	5.4858	69.7479	0.4181	0.2943	40.5828	30.0000
17.3790	1002.0000	-0.0420	0.2940	36.4130	5.1800	230.5600	0.1057	12.7100	39.1475	37.6206	54.8249	23.5966	0.0000	1000.0000	500.0000	0.0000	999.8088	0.0409	0.0398	0.0706	0.0706	0.3960	0.0987	0.3915	0.1083	2.2218	30.1673	316.4193	5.6508	69.5205	0.4125	0.2952	40.5980	30.0000
17.6377	1002.0000	-0.0430	0.2918	36.3740	5.2200	230.5480	0.1061	12.7800	39.1475	37.6206	54.8249	23.5966	0.0000	1000.0000	500.0000	0.0000	999.8088	0.0409	0.0398	0.0706	0.0706	0.3960	0.0987	0.3915	0.1083	2.2218	30.1673	316.4193	5.6508	69.5205	0.4125	0.2952	40.5980	30.0000
17.8935	1002.0000	-0.0430	0.2918	36.3740	5.2200	230.5480	0.1061	12.7800	39.1475	37.6206	54.8249	23.5966	0.0000	1000.0000	500.0000	0.0000	999.8088	0.0409	0.0398	0.0706	0.0706	0.3960	0.0987	0.3915	0.1083	2.2218	30.1673	316.4193	5.6508	69.5205	0.4125	0.2952	40.5980	30.0000
18.2471	1002.0000	-0.0420	0.2910	36.3610	5.2100	230.5390	0.1054	12.7100	39.1503	37.6118	54.9217	23.6685	0.0000	1000.0000	500.0000	0.0000	1003.1574	0.0386	0.0254	0.0705	0.0706	0.4047	0.0953	0.3878	0.1436	2.3606	30.1845	316.4544	5.5633	69.2944	0.4232	0.2925	40.5980	30.0000
18.4077	1002.0000	-0.0420	0.2910	36.3610	5.2100	230.5390	0.1054	12.7100	39.1503	37.6118	54.9217	23.6685	0.0000	1000.0000	500.0000	0.0000	1003.1574	0.0386	0.0254	0.0705	0.0706	0.4047	0.0953	0.3878	0.1436	2.3606	30.1845	316.4544	5.5633	69.2944	0.4232	0.2925	40.5980	30.0000
18.8652	1001.0000	-0.0420	0.2914	36.3640	5.2100	230.5310	0.1058	12.7700	39.1503	37.6118	54.9217	23.6685	0.0000	1000.0000	500.0000	0.0000	998.6187	0.0298	0.0443	0.0705	0.0705	0.4196	0.0623	0.4322	0.1192	2.2601	30.1953	316.3421	5.4666	69.0863	0.4027	0.2928	40.6129	30.0000
18.9274	1001.0000	-0.0420	0.2914	36.3640	5.2100	230.5310	0.1058	12.7700	39.1503	37.6118	54.9217	23.6685	0.0000	1000.0000	500.0000	0.0000	998.6187	0.0298	0.0443	0.0705	0.0705	0.4196	0.0623	0.4322	0.1192	2.2601	30.1953	316.3421	5.4666	69.0863	0.4027	0.2928	40.6129	30.0000
19.4417	1000.0000	-0.0410	0.2920	36.3710	5.2100	230.5240	0.1055	12.7000	39.1261	37.6188	55.0369	23.7674	0.0000	1000.0000	500.0000	0.0000	1002.1561	0.0345	0.0298	0.0706	0.0706	0.4091	0.0814	0.3782	0.0942	2.3012	30.1209	316.3503	5.2327	68.8863	0.4117	0.2932	40.6279	30.0000
19.4695	1000.0000	-0.0410	0.2920	36.3710	5.2100	230.5240	0.1055	12.7000	39.1261	37.6188	55.0369	23.7674	0.0000	1000.0000	500.0000	0.0000	1002.1561	0.0345	0.0298	0.0706	0.0706	0.4091	0.0814	0.3782	0.0942	2.3012	30.1209	316.3503	5.2327	68.8863	0.4117	0.2932	40.6279	30.0000
19.9632	998.0000	-0.0420	0.2910	36.3620	5.2100	230.5200	0.1061	12.8100	39.1326	37.6010	55.1060	23.9627	0.0000	1000.0000	500.0000	0.0000	999.7157	0.0470	0.0399	0.0706	0.0706	0.3923	0.1066	0.3822	0.1100	2.4064	30.1050	316.3963	5.5533	68.6855	0.4096	0.2934	40.6279	30.0000
20.0946	998.0000	-0.0420	0.2910	36.3620	5.2100	230.5200	0.1061	12.8100	39.1326	37.6010	55.1060	23.9627	0.0000	1000.0000	500.0000	0.0000	999.7157	0.0470	0.0399	0.0706	0.0706	0.3923	0.1066	0.3822	0.1100	2.4064	30.1050	316.3963	5.5533	68.6855	0.4096	0.2934	40.6279	30.0000
20.4930	1001.0000	-0.0430	0.2917	36.3690	5.2200	230.5150	0.1059	12.7700	39.1289	37.6010	55.1060	23.9083	0.0000	1000.0000	500.0000	0.0000	1001.9769	0.0294	0.0305	0.0705	0.0705	0.3980	0.0664	0.4123	0.1284	2.2746	30.1649	316.3800	5.6336	68.4919	0.4261	0.2943	40.6431	30.0000
20.7150	1001.0000	-0.0430	0.2917	36.3690	5.2200	230.5150	0.1059	12.7700	39.1289	37.6010	55.1060	23.9083	0.0000	1000.0000	500.0000	0.0000	1001.9769	0.0294	0.0305	0.0705	0.0705	0.3980	0.0664	0.4123	0.1284	2.2746	30.1649	316.3800	5.6336	68.4919	0.4261	0.2943	40.6431	30.0000
21.0242	1002.0000	-0.0420	0.2921	36.3710	5.2000	230.5110	0.1057	12.7600	39.1046	37.6057	55.1503	23.6799	0.0000	1000.0000	500.0000	0.0000	997.9992	0.0350	0.0466	0.0706	0.0706	0.4131	0.0778	0.4018	0.1059	2.2766	30.1398	316.3421	5.4173	68.3122	0.3975	0.2917	40.6431	30.0000
21.3296	1002.0000	-0.0420	0.2921	36.3710	5.2000	230.5110	0.1057	12.7600	39.1046	37.6057	55.1503	23.6799	0.0000	1000.0000	500.0000	0.0000	997.9992	0.0350	0.0466	0.0706	0.0706	0.4131	0.0778	0.4018	0.1059	2.2766	30.1398	316.3421	5.4173	68.3122	0.3975	0.2917	40.6431	30.0000
21.6789	999.0000	-0.0480	0.2905	36.3530	5.2000	230.5090	0.1056	12.7000	39.1009	37.6015	55.1668	23.7428	0.0000	1000.0000	500.0000	0.0000	997.7732	0.0643	0.0528	0.0707	0.0707	0.3580	0.1570	0.3555	0.1532	2.4007	30.4111	315.9051	7.0656	68.1309	0.4014	0.2934	40.6580	30.0000
21.9343	999.0000	-0.0480	0.2905	36.3530	5.2000	230.5090	0.1056	12.7000	39.1009	37.6015	55.1668	23.7428	0.0000	1000.0000	500.0000	0.0000	997.7732	0.0643	0.0528	0.0707	0.0707	0.3580	0.1570	0.3555	0.1532	2.4007	30.4111	315.9051	7.0656	68.1309	0.4014	0.2934	40.6580	30.0000
