WindyBPMp50_OrcaH34_Dyno_High_Speed_Power__18000rpm__264Vac_40C_20240917_134028
Report created on: 2024/09/17: 13:45:09


Step N. = 	0
Target Speed = 	18000

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
17959.5089	17959.5089	0.0000	0.0000	0.2184	0.2762	0.2266	-0.0081	-3.7306	0.0238	0.0218	-2.5966	-1.9180	1.3471	-3.3866	0.4158	2.2412	2.2327	0.0085	0.3801	0.0000	-5.1303	217.0768	266.4055	239.9994	-26.4060	-11.0025	452.8978	558.2311	105.3333	18.8691	264.1130	3.0221	590.6456	0.7400	nan	235.9124	410.8317	73.6086	94.5131	69.5706	43.8982	55.1507	0.5995	612.7907	-54.5596	-9.7737	101.7323	58.2086	0.0975	
18020.2460	18020.2460	0.0000	0.0000	0.2336	0.2608	0.2160	0.0176	7.5210	0.0236	0.0232	-2.5033	-2.0331	1.2421	-3.6358	0.4045	2.2223	2.1895	0.0329	1.4782	0.0000	-22.7040	211.8838	261.2076	239.0487	-22.1589	-9.2696	458.4694	606.9000	148.4306	24.4572	264.0459	3.2624	641.6543	0.7449	nan	235.0333	440.7687	72.6297	94.5840	68.6962	45.5515	56.0479	0.6596	658.5038	-51.6038	-8.5029	101.7084	77.8915	0.1051	
18022.4830	18022.4830	0.0000	0.0000	0.2483	0.2688	0.2305	0.0178	7.1871	0.0231	0.0229	-3.8742	-2.3504	1.5219	-2.7129	0.3807	2.2267	2.1950	0.0318	1.4261	0.0000	-24.7429	211.1488	260.4527	238.8554	-21.5972	-9.0420	575.1407	625.4778	50.3371	8.0478	264.1694	3.3534	661.0933	0.7463	nan	235.0327	468.6839	74.9334	94.6127	70.8967	46.9783	57.0332	0.6790	676.0046	-50.5268	-8.0781	101.6265	67.7368	0.1115	
18004.0575	18004.0575	0.0000	0.0000	0.2614	0.2900	0.2858	-0.0243	-9.3017	0.0223	0.0234	-4.7575	-2.2086	2.1464	-2.9180	0.3844	2.1662	2.1638	0.0024	0.1109	0.0000	-15.9861	208.2494	255.8761	238.8444	-17.0316	-7.1308	729.5241	631.0267	-98.4974	-15.6091	264.3457	3.3730	666.0589	0.7470	nan	234.9910	492.9224	78.1149	94.7404	74.0064	48.4204	57.9245	0.7042	685.0547	-54.0280	-8.5619	101.6398	53.3753	0.1207	
18010.7684	18010.7684	0.0000	0.0000	0.2747	0.2995	0.2820	-0.0073	-2.6713	0.0220	0.0231	-4.8185	-2.2781	2.1406	-2.6938	0.4202	2.1826	2.1791	0.0034	0.1571	0.0000	-10.4729	212.4572	260.6961	238.3853	-22.3108	-9.3591	721.5049	664.6278	-56.8772	-8.5577	264.5371	3.5384	701.4822	0.7494	nan	234.7356	518.0448	77.9467	94.7462	73.8516	49.7077	58.8218	0.7375	715.1543	-50.5265	-7.6022	101.5548	60.1577	0.1258	
17980.9761	17980.9761	0.0000	0.0000	0.2893	0.3453	0.3052	-0.0159	-5.4901	0.0216	0.0227	-4.5160	-1.9791	2.2897	-2.9957	0.4688	2.2014	2.1957	0.0057	0.2594	0.0000	-13.4489	204.7050	251.3402	237.1664	-14.1737	-5.9763	747.6836	711.3800	-36.3036	-5.1033	264.7873	3.7666	751.1386	0.7531	nan	234.2289	544.7125	76.5712	94.7069	72.5183	50.8327	59.8302	0.7867	764.3095	-52.9295	-7.4404	101.2542	78.3804	0.1314	
18000.9964	18000.9964	0.0000	0.0000	0.3035	0.3419	0.3482	-0.0447	-14.7225	0.0212	0.0227	-5.1647	-1.8630	2.7700	-3.1660	0.4711	2.2120	2.1991	0.0129	0.5846	0.0000	-7.2950	203.0324	249.0766	236.4967	-12.5798	-5.3192	862.9643	729.0875	-133.8768	-18.3622	264.9362	3.8546	769.8350	0.7538	nan	234.0904	572.1178	78.4716	94.7070	74.3181	51.8711	60.7854	0.8046	783.0244	-53.9369	-7.3979	101.0279	67.4905	0.1372	
17997.0359	17997.0359	0.0000	0.0000	0.3152	0.3522	0.3450	-0.0297	-9.4332	0.0218	0.0230	-4.7080	-1.7701	2.6558	-3.0584	0.5018	2.2282	2.2200	0.0082	0.3690	0.0000	-17.7514	204.0991	251.1482	236.1888	-14.9594	-6.3337	856.2786	746.9556	-109.3230	-14.6358	264.9800	3.9434	788.7989	0.7549	nan	233.9036	594.0807	79.5334	94.6953	75.3144	52.9228	61.8300	0.8195	802.6928	-55.7373	-7.4619	100.9770	61.7370	0.1415	
17994.1304	17994.1304	0.0000	0.0000	0.3311	0.3751	0.3381	-0.0070	-2.1093	0.0227	0.0217	-4.7935	-1.9754	2.4528	-3.2850	0.4854	2.2649	2.2557	0.0091	0.4038	0.0000	-14.5881	210.6391	258.6374	234.7476	-23.8899	-10.1768	817.4275	786.3089	-31.1186	-3.9576	264.9799	4.1442	831.1811	0.7569	nan	233.3577	623.9268	79.3491	94.6014	75.0654	53.9496	62.9047	0.8539	851.6419	-65.3330	-8.3088	100.5956	67.8697	0.1462	
17999.3924	17999.3924	0.0000	0.0000	0.3435	0.3944	0.3830	-0.0395	-11.5090	0.0221	0.0214	-4.9608	-1.7128	2.9291	-3.3295	0.5538	2.3174	2.3056	0.0119	0.5125	0.0000	-13.1448	210.9437	258.9706	233.1273	-25.8433	-11.0855	957.0866	832.2975	-124.7891	-14.9933	264.8975	4.3857	881.0550	0.7584	nan	232.7510	647.4605	77.7936	94.4660	73.4885	54.9459	64.1004	0.8894	895.0786	-62.7811	-7.5431	100.1617	85.5299	0.1482	
