Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7338	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6600	0.0000	1.5200	49.6953	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4660	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6680	0.0000	1.5300	49.6456	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.8809	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6870	0.0000	1.5200	49.6387	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.0862	0.0000	48.3668	1.6266	0.0052	73.0956	48.3668
2.1998	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6870	0.0000	1.5200	49.6387	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.1552	0.0000	48.3668	1.6266	0.0057	73.0956	48.3668
2.5017	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6870	0.0000	1.5200	49.6387	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.1552	0.0000	48.3668	1.6266	0.0057	73.0956	48.3668
2.9325	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6960	0.0000	1.5100	49.5730	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2066	0.0000	48.3668	1.6266	0.0052	72.7646	48.3668
3.1068	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.6960	0.0000	1.5100	49.5730	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2066	0.0000	48.3668	1.6266	0.0052	72.7646	48.3668
3.6730	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7160	0.0000	1.5200	49.5434	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2784	0.0000	48.3668	1.6266	0.0057	72.4370	48.3668
3.7286	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7160	0.0000	1.5200	49.5434	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2784	0.0000	48.3668	1.6266	0.0057	72.4370	48.3668
4.3500	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7250	0.0000	1.5200	49.4636	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2513	0.0000	48.3668	1.6266	0.0054	72.4370	48.3668
4.4056	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7250	0.0000	1.5200	49.4636	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2513	0.0000	48.3668	1.6266	0.0054	72.4370	48.3668
4.9719	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7470	0.0000	1.5200	49.4188	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.1999	0.0000	48.3668	1.6266	0.0053	72.1126	48.3668
5.1345	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7470	0.0000	1.5200	49.4188	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.1999	0.0000	48.3668	1.6266	0.0053	72.1126	48.3668
5.5925	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7600	0.0000	1.5200	49.3852	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2662	0.0000	48.3668	1.6266	0.0054	71.7915	48.3668
5.8719	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7600	0.0000	1.5200	49.3852	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2662	0.0000	48.3668	1.6266	0.0054	71.7915	48.3668
6.2146	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7600	0.0000	1.5200	49.3852	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.2824	0.0000	48.3668	1.6266	0.0051	71.7915	48.3668
6.6099	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7890	0.0000	1.5200	49.3350	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3839	0.0000	48.3668	1.6266	0.0053	71.4736	48.3668
6.8357	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.7890	0.0000	1.5200	49.3350	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3839	0.0000	48.3668	1.6266	0.0053	71.4736	48.3668
7.3386	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8030	0.0000	1.5300	49.2900	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3906	0.0000	48.3668	1.6266	0.0053	71.4736	48.3668
7.4734	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8030	0.0000	1.5300	49.2900	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3906	0.0000	48.3668	1.6266	0.0053	71.4736	48.3668
8.0760	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8300	0.0000	1.5200	49.2256	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3947	0.0000	48.3668	1.6266	0.0055	71.1588	48.3668
8.0949	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8300	0.0000	1.5200	49.2256	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3947	0.0000	48.3668	1.6266	0.0055	71.1588	48.3668
8.7166	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8430	0.0000	1.5200	49.2135	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3879	0.0000	48.3668	1.6266	0.0052	70.8472	48.3668
8.8039	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8430	0.0000	1.5200	49.2135	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.3879	0.0000	48.3668	1.6266	0.0052	70.8472	48.3668
9.3379	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8650	0.0000	1.5100	49.1475	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4190	0.0000	48.3668	1.6266	0.0056	70.8472	48.3668
9.5464	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8650	0.0000	1.5100	49.1475	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4190	0.0000	48.3668	1.6266	0.0056	70.8472	48.3668
9.9592	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8760	0.0000	1.5200	49.1145	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4704	0.0000	48.3668	1.6266	0.0058	70.5388	48.3668
10.2796	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8760	0.0000	1.5200	49.1145	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4974	0.0000	48.3668	1.6266	0.0053	70.2334	48.3668
10.5807	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8760	0.0000	1.5200	49.1145	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4974	0.0000	48.3668	1.6266	0.0053	70.2334	48.3668
11.0300	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8960	0.0000	1.5300	49.0534	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4704	0.0000	48.3668	1.6266	0.0053	70.2334	48.3668
11.2019	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.8960	0.0000	1.5300	49.0534	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4704	0.0000	48.3668	1.6266	0.0053	70.2334	48.3668
11.7619	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.9040	0.0000	1.5200	49.0126	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4745	0.0000	48.3668	1.6266	0.0056	69.9310	48.3668
11.8239	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.9040	0.0000	1.5200	49.0126	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4745	0.0000	48.3668	1.6266	0.0056	69.9310	48.3668
12.4454	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.9170	0.0000	1.5100	48.9212	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4163	0.0000	48.3668	1.6266	0.0056	69.9310	48.3668
12.5387	0.0000	-0.0140	0.0080	0.0000	0.0000	-0.0300	230.9170	0.0000	1.5100	48.9212	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.4908	-0.6508	-1.5835	-0.3719	0.0000	0.0000	321.4163	0.0000	48.3668	1.6266	0.0056	69.9310	48.3668
