Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7399	0.0000	-0.0410	0.0188	0.0000	0.0000	-0.0200	230.8100	0.0000	1.6400	27.0815	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4844	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8140	0.0000	1.5200	27.0724	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.0437	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8240	0.0000	1.5200	27.0836	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.1160	0.0000	26.3189	1.8496	0.0054	43.9631	26.3189
2.2234	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8240	0.0000	1.5200	27.0836	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.1160	0.0000	26.3189	1.8496	0.0054	43.9631	26.3189
2.6657	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8280	0.0000	1.5200	27.0724	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.2378	0.0000	26.3189	1.8496	0.0058	43.9234	26.3189
2.9595	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8280	0.0000	1.5200	27.0724	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.2378	0.0000	26.3189	1.8496	0.0058	43.9234	26.3189
3.2866	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8280	0.0000	1.5200	27.0724	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.2404	0.0000	26.3189	1.8496	0.0054	43.8842	26.3189
3.6950	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8370	0.0000	1.5200	27.0703	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.1958	0.0000	26.3189	1.8496	0.0056	43.8842	26.3189
3.8924	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8370	0.0000	1.5200	27.0703	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.1958	0.0000	26.3189	1.8496	0.0056	43.8842	26.3189
4.4266	0.0000	-0.0410	0.0079	0.0000	0.0000	-0.0200	230.8420	0.0000	1.5200	27.1118	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0917	0.0527	-1.7440	-0.6160	-1.8199	-0.3299	0.0000	0.0000	321.2296	0.0000	26.3189	1.8496	0.0056	43.8453	26.3189
