WindyBPMp40_OrcaH24_Dyno_Speed_Torque__230Vac_40C_20250131_171857
Report created on: 2025/01/31: 17:23:02


Step N. = 	0
Target Speed = 	750

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
722.0019	725.6667	3.6648	0.5050	2.3992	2.7593	2.7856	-0.3864	-16.1042	0.1196	0.1188	17.8198	4.6348	3.8388	-1.5643	5.6895	4.1999	4.2110	-0.0111	-0.2642	0.0000	29.3294	61.4318	83.3995	82.4912	-0.9083	-1.1011	558.8473	543.8078	-15.0395	-2.7656	230.7499	4.3958	619.5811	0.6108	nan	202.7100	182.3208	33.5290	87.7693	29.4279	58.6021	73.7458	0.9062	541.7230	2.0847	0.3834	40.6942	49.0543	0.5713	
729.0520	742.4000	13.3480	1.7980	2.2999	2.6840	2.7800	-0.4801	-20.8765	0.1196	0.1186	17.5273	4.5248	3.8738	-1.8711	5.6256	3.9653	4.1026	-0.1373	-3.4621	0.0000	32.7955	61.6779	85.5771	83.4610	-2.1161	-2.5354	581.2305	526.7790	-54.4515	-10.3367	230.4811	4.2903	595.4480	0.6022	nan	202.8209	178.8033	33.9446	88.4674	30.0298	73.0718	99.0195	0.9190	549.6825	-22.9035	-4.3478	41.1499	55.1719	0.5800	
743.1493	748.7778	5.6285	0.7517	2.2004	2.6058	2.5188	-0.3183	-14.4670	0.1149	0.1158	14.6859	4.0301	3.6351	-1.6190	5.2025	3.7687	3.8778	-0.1091	-2.8955	0.0000	29.3209	62.8045	85.0738	83.3629	-1.7109	-2.0524	523.1788	504.2400	-18.9388	-3.7559	230.3623	4.1408	567.6667	0.5951	nan	203.5421	172.5409	34.2191	88.8265	30.3955	86.0652	115.6731	0.9266	526.1821	-21.9421	-4.3515	40.9561	55.6042	0.5839	
735.6401	750.1111	14.4710	1.9292	2.1006	2.5762	2.4955	-0.3950	-18.8037	0.1143	0.1137	13.7612	3.7865	3.6363	-1.9343	4.9699	3.5755	3.6919	-0.1164	-3.2556	0.0000	28.0546	62.5896	84.0207	82.1654	-1.8552	-2.2579	501.4422	475.0756	-26.3666	-5.5500	230.6428	3.9372	533.6256	0.5877	nan	205.1095	165.0017	34.7318	89.0278	30.9210	96.7205	125.6487	0.9336	497.5635	-22.4880	-4.7336	40.0595	52.9939	0.5875	
745.9807	749.3333	3.3526	0.4474	2.0003	2.4526	2.4353	-0.4349	-21.7432	0.1117	0.1122	12.1208	3.3297	3.6350	-1.4124	4.7330	3.3974	3.4943	-0.0969	-2.8516	0.0000	25.8560	61.9094	82.1977	80.4717	-1.7260	-2.1449	466.8189	445.1478	-21.6711	-4.8683	230.7607	3.7200	499.3067	0.5817	nan	206.5694	156.9662	35.2617	89.1531	31.4369	105.3803	131.1727	0.9401	466.3380	-21.1902	-4.7603	38.9566	49.7961	0.5888	
754.9753	751.4444	-3.5309	-0.4699	1.8991	2.3298	2.3119	-0.4128	-21.7384	0.1090	0.1094	10.4587	2.9560	3.5265	-1.4709	4.3794	3.2240	3.3281	-0.1041	-3.2287	0.0000	22.2592	60.9530	79.5070	78.3300	-1.1770	-1.5026	421.6697	413.7378	-7.9319	-1.9171	230.5120	3.4991	463.9022	0.5751	nan	207.7541	149.4432	36.1203	89.1864	32.2144	112.3612	133.2824	0.9459	433.9475	-20.2097	-4.8847	37.7035	45.0529	0.5890	
753.2774	751.2857	-1.9917	-0.2651	1.7991	2.2723	2.2803	-0.4812	-26.7440	0.1081	0.1078	9.7466	2.7584	3.5281	-1.2980	4.2780	3.0616	3.1845	-0.1229	-4.0137	0.0000	21.9281	59.7075	77.9442	75.8766	-2.0676	-2.7250	406.9774	382.6600	-24.3174	-6.3548	230.3713	3.2631	429.0114	0.5707	nan	208.5178	141.5466	36.9903	89.1958	32.9938	117.6593	133.0326	0.9510	406.4083	-23.7483	-6.2061	36.3888	40.2812	0.5876	
751.8610	750.4000	-1.4610	-0.1947	1.6993	2.1595	2.1400	-0.4407	-25.9371	0.1046	0.1052	8.2569	2.4277	3.4036	-1.2704	3.9948	2.9021	2.9932	-0.0910	-3.1371	0.0000	18.7897	58.4674	75.2419	73.2057	-2.0362	-2.7815	367.5212	351.7990	-15.7222	-4.4691	230.5288	3.0472	394.7590	0.5620	nan	210.0871	133.5339	37.9575	89.1174	33.8267	121.5515	130.9786	0.9560	371.5649	-19.7659	-5.6185	34.8457	35.7520	0.5855	
746.3498	749.7778	3.4280	0.4572	1.6003	2.0766	2.0133	-0.4130	-25.8056	0.1020	0.1024	7.2265	2.2123	3.2635	-1.5181	3.8097	2.7631	2.8376	-0.0745	-2.6947	0.0000	16.9780	56.6149	72.4255	70.6284	-1.7971	-2.5444	334.0382	324.6500	-9.3882	-2.8918	230.8059	2.8312	364.6822	0.5581	nan	211.6565	125.6526	38.7040	89.0227	34.4554	123.9959	127.7230	0.9605	340.7796	-16.1296	-4.9683	33.3696	32.3804	0.5792	
749.7249	751.6667	1.9417	0.2583	1.4987	1.9516	1.8984	-0.3997	-26.6694	0.0988	0.0998	6.0697	1.8993	3.1856	-1.3400	3.5152	2.6123	2.7014	-0.0891	-3.4101	0.0000	14.4678	54.6410	69.2415	67.7416	-1.4999	-2.2142	302.6681	295.6833	-6.9848	-2.3623	230.6340	2.6193	332.6556	0.5507	nan	212.8125	117.9666	39.8963	88.8857	35.4621	125.1195	124.0037	0.9647	311.5184	-15.8351	-5.3554	31.8318	28.3089	0.5737	
