WindyBPMp40_OrcaH24__YC105__Dyno_Low_Speed_Torque__230Vac_40C_20250211_084951
Report created on: 2025/02/11: 10:07:09


Step N. = 	0
Target Speed = 	400

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
394.3265	402.0000	7.6735	1.9088	2.1985	2.5488	2.4087	-0.2102	-9.5590	0.1142	0.1142	12.7751	3.6741	3.4781	-1.6263	4.6699	3.5682	3.5817	-0.0135	-0.3778	0.0000	19.1583	40.4684	54.8389	54.1693	-0.6696	-1.2362	316.7157	320.8500	4.1343	1.2885	230.2845	2.6997	377.8400	0.6078	nan	208.5890	92.5512	28.8461	84.9164	24.4950	49.2904	51.9053	0.9584	329.2231	-8.3731	-2.6097	25.9693	10.2392	0.6161	
391.3684	399.4444	8.0761	2.0218	2.1000	2.4580	2.4159	-0.3159	-15.0422	0.1113	0.1117	11.7123	3.2336	3.6191	-1.5370	4.5876	3.3925	3.4556	-0.0631	-1.8600	0.0000	19.8494	40.4582	55.2048	53.9340	-1.2708	-2.3563	316.0091	305.3600	-10.6491	-3.4874	230.2872	2.6125	357.0556	0.5935	nan	210.0327	87.8424	28.7672	85.5215	24.6021	59.4087	66.3079	0.9635	314.9298	-9.5698	-3.1339	25.6788	13.0797	0.6190	
407.5054	398.1111	-9.3943	-2.3597	1.9994	2.2666	2.2818	-0.2824	-14.1227	0.1082	0.1075	10.3616	2.9427	3.5182	-1.4744	4.4324	3.2278	3.2575	-0.0297	-0.9214	0.0000	19.2903	40.4345	54.8962	53.3476	-1.5487	-2.9030	298.3946	288.7544	-9.6401	-3.3385	230.3149	2.5034	336.3078	0.5833	nan	211.3324	83.3572	28.8676	85.8600	24.7858	69.0819	76.4239	0.9682	295.3402	-6.5858	-2.2807	25.2434	13.9944	0.6194	
398.4118	400.4444	2.0326	0.5076	1.8992	2.2367	2.2078	-0.3086	-16.2463	0.1060	0.1065	9.0638	2.6056	3.4787	-1.3866	4.1372	3.0738	3.1221	-0.0483	-1.5713	0.0000	17.5355	39.6599	53.1252	52.3031	-0.8221	-1.5719	275.2847	270.6989	-4.5858	-1.6941	230.3686	2.3744	314.7656	0.5754	nan	212.3218	79.6429	29.4214	86.0001	25.3024	76.7575	82.1365	0.9721	276.4952	-5.7963	-2.1413	24.6339	12.9205	0.6179	
400.2775	398.4444	-1.8330	-0.4600	1.7998	2.1564	2.1388	-0.3390	-18.8361	0.1041	0.1047	7.9728	2.3238	3.4295	-1.3337	3.9546	2.9304	2.9718	-0.0414	-1.4118	0.0000	16.3241	39.0065	51.7979	51.0229	-0.7750	-1.5190	257.4826	252.7078	-4.7748	-1.8895	230.4122	2.2416	293.6544	0.5685	nan	213.2539	75.0958	29.7168	86.0562	25.5731	82.7326	85.0891	0.9758	258.0625	-5.3547	-2.1189	23.9259	12.4847	0.6142	
400.5145	399.7500	-0.7645	-0.1912	1.7007	2.0821	2.0774	-0.3767	-22.1468	0.1027	0.1029	7.0594	2.1000	3.3628	-1.3535	3.6599	2.7904	2.8356	-0.0452	-1.6184	0.0000	13.6884	38.8145	50.4089	49.4955	-0.9134	-1.8454	238.9315	234.2700	-4.6615	-1.9898	230.4218	2.1030	272.3487	0.5620	nan	214.1558	71.1963	30.3911	86.0184	26.1419	87.2938	86.0671	0.9793	240.6835	-6.4135	-2.7377	23.1119	11.1087	0.6095	
404.7373	398.2222	-6.5151	-1.6360	1.5989	1.9632	1.9598	-0.3609	-22.5722	0.0998	0.1003	5.8872	1.7972	3.2774	-1.2592	3.5691	2.6520	2.6803	-0.0283	-1.0660	0.0000	13.3473	37.2845	48.5035	47.7778	-0.7257	-1.5189	219.2644	215.6378	-3.6266	-1.6818	230.3870	1.9621	250.9478	0.5552	nan	215.0212	66.6764	30.9208	85.9293	26.5700	90.6771	85.6483	0.9826	219.9440	-4.3062	-1.9969	22.2200	10.2003	0.6029	
409.9832	399.1111	-10.8721	-2.7241	1.4991	1.8452	1.8844	-0.3853	-25.6993	0.0977	0.0975	5.1216	1.5866	3.2264	-1.3607	3.3605	2.5171	2.5592	-0.0421	-1.6736	0.0000	11.6073	36.6162	47.0508	45.9422	-1.1085	-2.4129	204.8679	197.4011	-7.4668	-3.7826	230.3154	1.8219	230.2311	0.5487	nan	215.7344	62.6551	31.7402	85.7404	27.2142	92.9277	84.2315	0.9856	202.2284	-4.8273	-2.4454	21.2957	8.8534	0.5956	
404.9826	400.0000	-4.9826	-1.2456	1.3990	1.7638	1.7539	-0.3549	-25.3703	0.0959	0.0955	4.3664	1.4385	3.0348	-1.3259	3.0832	2.3807	2.4148	-0.0341	-1.4320	0.0000	9.3877	35.2220	44.6491	43.9699	-0.6792	-1.5447	180.6335	179.2011	-1.4324	-0.7993	230.2303	1.6794	209.5589	0.5420	nan	216.3953	58.6012	32.7014	85.5135	27.9641	94.2175	82.1561	0.9884	183.8751	-4.6740	-2.6082	20.3192	7.5234	0.5877	
404.1813	397.6667	-6.5146	-1.6382	1.2990	1.6586	1.6476	-0.3486	-26.8386	0.0927	0.0930	3.5592	1.2003	2.9658	-1.3273	2.9043	2.2399	2.2737	-0.0338	-1.5075	0.0000	8.1936	34.1450	43.0082	41.8733	-1.1349	-2.7103	166.6534	160.9956	-5.6579	-3.5143	230.2083	1.5349	189.0233	0.5349	nan	217.1031	54.0951	33.6003	85.1723	28.6181	94.7970	79.6214	0.9910	166.5448	-5.5493	-3.4469	19.2873	6.6151	0.5799	
