Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	motor_temperature_2	motor_temperature_3	temperature_tamb	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	Mcl_Quantities.Stator_Resistance	My_Measured_Temp	SR_Motor_Fault	BD_Select_Method	BD_Manual_Method	BD_Level_x32	BD_Level_Rate_x32	BD_Param_x32	BD_Param_Rate_x32	BD_Reset	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.5272	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.6940	0.0000	1.2900	0.0000	0.0000	0.0000	0.0000	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.0622	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7090	0.0000	1.2900	32.0916	31.8733	32.2438	25.8979	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.5919	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7210	0.0000	1.3000	32.0916	31.8733	32.2438	25.8979	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.3790	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7440	0.0000	1.2800	32.0777	31.8778	32.2388	25.8650	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9011	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7550	0.0000	1.2800	32.0777	31.8778	32.2388	25.8650	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.4215	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7680	0.0000	1.2900	32.0953	31.8689	32.2182	25.8377	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9447	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7820	0.0000	1.2800	32.0953	31.8689	32.2182	25.8377	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.4159	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7950	0.0000	1.2900	32.0707	31.8678	32.2315	25.8398	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.7926	0.0000	46.2780	0.7376	0.0057	35.2800	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
4.4682	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7950	0.0000	1.2900	32.0707	31.8678	32.2315	25.8398	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.7926	0.0000	46.2780	0.7376	0.0057	35.2800	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
4.9906	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8090	0.0000	1.2900	32.0777	31.8736	32.2310	25.8326	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8413	0.0000	46.2764	0.7376	0.0053	35.2780	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
5.0840	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8090	0.0000	1.2900	32.0777	31.8736	32.2310	25.8326	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8413	0.0000	46.2764	0.7376	0.0053	35.2780	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
5.5146	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8230	0.0000	1.2900	32.0678	31.8874	32.2189	25.8243	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8156	0.0000	46.2747	0.7376	0.0057	35.2780	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
5.7511	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8230	0.0000	1.2900	32.0678	31.8874	32.2189	25.8243	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8156	0.0000	46.2747	0.7376	0.0057	35.2780	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
6.0334	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8360	0.0000	1.3000	32.0826	31.8804	32.2194	25.8011	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8156	0.0000	46.2747	0.7376	0.0057	35.2780	3.1222	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
6.4188	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8480	0.0000	1.3000	32.0826	31.8804	32.2194	25.8011	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8562	0.0000	46.2731	0.7376	0.0056	35.2761	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
6.5564	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8480	0.0000	1.3000	32.0826	31.8804	32.2194	25.8011	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8562	0.0000	46.2731	0.7376	0.0056	35.2761	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
7.0868	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8700	0.0000	1.3100	32.0799	31.8832	32.2204	25.8199	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8886	0.0000	46.2715	0.7376	0.0053	35.2741	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
7.3280	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8700	0.0000	1.3100	32.0799	31.8832	32.2204	25.8199	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8886	0.0000	46.2715	0.7376	0.0053	35.2741	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
7.7546	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8830	0.0000	1.3000	32.0859	31.8700	32.2216	25.7998	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8886	0.0000	46.2699	0.7376	0.0055	35.2741	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
7.8458	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8830	0.0000	1.3000	32.0859	31.8700	32.2216	25.7998	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.8886	0.0000	46.2699	0.7376	0.0055	35.2741	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
8.3754	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8950	0.0000	1.2100	32.0757	31.8850	32.2218	25.7784	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.9022	0.0000	46.2682	0.7376	0.0053	35.2721	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
8.4226	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.8950	0.0000	1.2100	32.0757	31.8850	32.2218	25.7784	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.9022	0.0000	46.2682	0.7376	0.0053	35.2721	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
8.8954	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.9070	0.0000	1.4200	32.0757	31.8850	32.2218	25.7784	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.9103	0.0000	46.2666	0.7376	0.0052	35.2701	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
9.0893	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.9070	0.0000	1.4200	32.0757	31.8850	32.2218	25.7784	NOT CONNECTED	600.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0398	0.2898	-0.6783	0.0314	-0.7369	0.0000	0.0000	320.9103	0.0000	46.2666	0.7376	0.0052	35.2701	3.1221	30.0000	0.0000	1.0000	3.0000	190.0000	190.0000	192.0000	192.0000	255.0000	0.0000	0.0000	0.0000
