WindyBPMp50_AtlasH32_Dyno_Speed_Torque__230Vac_40C_20241119_103934
Report created on: 2024/11/19: 10:51:32


Step N. = 	0
Target Speed = 	644

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
642.3460	644.5000	2.1540	0.3342	3.2004	3.4403	3.4346	-0.2341	-7.3161	0.1412	0.1413	16.9745	4.1967	4.0455	-1.9682	5.4421	4.0888	4.1244	-0.0356	-0.8715	0.0000	15.0074	52.3432	66.7018	65.7824	-0.9194	-1.3977	412.0562	402.6167	-9.4395	-2.3445	230.4872	2.7408	468.3808	0.7414	nan	205.9845	216.0020	53.6495	85.9592	46.1167	42.1013	48.1300	0.8642	416.3644	-13.7477	-3.4146	31.9356	8.6286	0.7827	
646.5470	643.8000	-2.7470	-0.4267	2.9988	3.2091	3.2623	-0.2635	-8.7857	0.1374	0.1370	14.9730	3.7782	3.9620	-1.7934	5.1225	3.8226	3.8561	-0.0335	-0.8762	0.0000	14.1811	51.0373	64.8809	63.8793	-1.0016	-1.5680	383.5946	369.6370	-13.9576	-3.7760	230.4178	2.5309	428.1670	0.7342	nan	207.1262	202.1748	54.6956	86.3301	47.2187	46.0955	50.0809	0.8740	381.1156	-11.4786	-3.1054	30.8408	9.5541	0.7845	
647.2001	644.3636	-2.8364	-0.4402	2.7996	2.9988	2.9950	-0.1954	-6.9793	0.1328	0.1333	12.4739	3.3254	3.7520	-1.5486	4.8203	3.5575	3.5891	-0.0316	-0.8887	0.0000	13.0589	49.4857	62.6855	61.7056	-0.9799	-1.5880	343.6445	335.7027	-7.9418	-2.3657	230.3512	2.3164	388.0373	0.7272	nan	208.0486	188.9125	56.2737	86.5130	48.6841	49.3493	50.4558	0.8829	345.7157	-10.0129	-2.9827	29.6592	8.3716	0.7870	
646.5096	643.9167	-2.5930	-0.4027	2.5996	2.8037	2.7696	-0.1700	-6.5395	0.1292	0.1298	10.6471	2.9921	3.5584	-1.3966	4.5374	3.3177	3.3469	-0.0292	-0.8805	0.0000	11.7966	47.9699	60.5088	59.6283	-0.8805	-1.4766	309.0246	305.2508	-3.7737	-1.2363	230.3186	2.1238	352.5233	0.7207	nan	208.8353	175.2920	57.4256	86.5902	49.7249	52.1380	50.4408	0.8909	313.7714	-8.5205	-2.7913	28.5528	8.3381	0.7836	
644.8450	644.8333	-0.0117	-0.0018	2.4015	2.5886	2.6169	-0.2154	-8.9696	0.1263	0.1258	9.3895	2.7236	3.4486	-1.2748	4.1147	3.0583	3.0855	-0.0272	-0.8910	0.0000	9.3119	46.4768	58.0579	57.3320	-0.7259	-1.2661	278.5145	272.7858	-5.7287	-2.1001	230.2857	1.9180	314.9825	0.7131	nan	209.6905	162.1656	59.4480	86.6035	51.4840	54.3474	50.2981	0.8982	279.5703	-6.7845	-2.4871	27.3413	6.4467	0.7852	
643.7128	643.6364	-0.0764	-0.0119	2.1990	2.3686	2.3548	-0.1558	-7.0830	0.1209	0.1215	7.2302	2.2278	3.2458	-1.1249	3.8857	2.8022	2.8280	-0.0258	-0.9201	0.0000	9.2223	44.4471	55.5986	54.8580	-0.7406	-1.3501	247.2032	241.6045	-5.5986	-2.3173	230.4252	1.7182	279.1809	0.7052	nan	210.7393	148.2158	61.3464	86.5405	53.0895	55.9014	50.0315	0.9074	246.9811	-5.3766	-2.2254	26.0312	5.4385	0.7847	
646.5990	643.5455	-3.0535	-0.4745	1.9997	2.1325	2.1887	-0.1889	-9.4486	0.1180	0.1174	6.3010	2.0335	3.0992	-0.9647	3.4929	2.5643	2.5878	-0.0235	-0.9160	0.0000	7.2149	42.6086	52.9368	52.4901	-0.4468	-0.8511	220.1432	213.7227	-6.4205	-3.0041	230.5658	1.5379	247.1427	0.6970	nan	211.7388	134.7655	63.0562	86.4775	54.5294	56.8790	49.7065	0.9167	218.6095	-4.8868	-2.2865	24.7900	5.0470	0.7798	
644.0874	643.8182	-0.2693	-0.0418	1.8002	1.9210	1.9451	-0.1449	-8.0486	0.1133	0.1134	4.5856	1.5919	2.8802	-0.8054	3.2208	2.3036	2.3250	-0.0215	-0.9316	0.0000	6.4944	40.8010	50.6043	49.9001	-0.7042	-1.4112	191.7641	184.5500	-7.2141	-3.9090	230.6884	1.3487	213.8164	0.6872	nan	212.8112	121.3691	65.7649	86.3124	56.7633	57.3555	49.2858	0.9269	188.5435	-3.9935	-2.1639	23.4481	3.4380	0.7815	
642.2022	642.5385	0.3363	0.0523	1.5995	1.7252	1.7312	-0.1317	-8.2355	0.1101	0.1097	3.7632	1.4335	2.6254	-0.7190	2.8317	2.0627	2.0826	-0.0199	-0.9649	0.0000	4.5449	39.2481	48.3903	47.4842	-0.9061	-1.9082	164.3380	159.0308	-5.3073	-3.3373	230.7408	1.1819	184.7377	0.6774	nan	213.7617	107.6220	67.6737	86.0846	58.2567	57.4390	48.8459	0.9374	162.6833	-3.6526	-2.2968	22.2136	3.4912	0.7754	
639.8053	643.6364	3.8311	0.5952	1.3989	1.5265	1.5076	-0.1086	-7.7663	0.1064	0.1059	2.7321	1.1599	2.3549	-0.6258	2.4867	1.8094	1.8279	-0.0185	-1.0202	0.0000	4.1915	36.8858	45.4690	44.9266	-0.5424	-1.2072	137.5891	133.7155	-3.8737	-2.8970	230.7556	1.0142	155.9009	0.6662	nan	214.7772	94.2884	70.5142	85.7695	60.4797	57.1486	48.3578	0.9497	137.3944	-3.6789	-2.7513	20.9178	2.5935	0.7731	
