Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7448	0.0000	-0.0160	0.0059	0.0000	0.0000	-0.0200	230.9000	0.0000	1.3800	47.6824	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.0414	0.0000	-0.0180	0.0059	0.0000	0.0000	-0.0200	230.9450	0.0000	1.3800	47.6268	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.7885	0.0000	-0.0200	0.0059	0.0000	0.0000	-0.0200	230.9520	0.0000	1.3700	47.5901	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.3465	0.0000	-0.0180	0.0059	0.0000	0.0000	-0.0200	230.9660	0.0000	1.3800	47.5575	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3379	0.0000	71.5350	2.0250	0.0054	44.1018	0.0000	0.0000	0.0000
4.5325	0.0000	-0.0180	0.0059	0.0000	0.0000	-0.0200	230.9660	0.0000	1.3800	47.5575	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3379	0.0000	71.5350	2.0250	0.0054	44.1018	0.0000	0.0000	0.0000
5.2774	0.0000	-0.0260	0.0059	0.0000	0.0000	-0.0200	230.9730	0.0000	1.3800	47.5393	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3622	0.0000	71.5051	2.0250	0.0057	44.0937	0.0000	0.0000	0.0000
5.5061	0.0000	-0.0260	0.0059	0.0000	0.0000	-0.0200	230.9730	0.0000	1.3800	47.5393	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3622	0.0000	71.5051	2.0250	0.0057	44.0937	0.0000	0.0000	0.0000
6.0181	0.0000	-0.0190	0.0059	0.0000	0.0000	-0.0200	230.9820	0.0000	1.3600	47.5025	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3663	0.0000	71.4893	2.0250	0.0055	44.0937	0.0000	0.0000	0.0000
6.1270	0.0000	-0.0190	0.0059	0.0000	0.0000	-0.0200	230.9820	0.0000	1.3600	47.5025	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.3663	0.0000	71.4893	2.0250	0.0055	44.0937	0.0000	0.0000	0.0000
6.7463	0.0000	-0.0240	0.0059	0.0000	0.0000	-0.0200	230.9870	0.0000	1.3700	47.4875	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0247	0.0367	-2.0250	0.0142	0.0000	0.0000	321.4285	0.0000	71.4740	2.0250	0.0055	44.0856	0.0000	0.0000	0.0000
