Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7430	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.7030	0.0000	1.3700	49.4900	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4838	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6900	0.0000	1.3700	49.4378	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.7711	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6900	0.0000	1.3700	49.4378	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9753	0.0000	75.2616	1.9187	0.0056	45.4830	0.0000	0.0000	0.0000
2.2231	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6660	0.0000	1.3600	49.4094	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9739	0.0000	75.2463	1.9187	0.0056	45.4743	0.0000	0.0000	0.0000
2.3909	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6660	0.0000	1.3600	49.4094	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9739	0.0000	75.2463	1.9187	0.0056	45.4743	0.0000	0.0000	0.0000
2.9745	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6560	0.0000	1.3700	49.3740	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9496	0.0000	75.2313	1.9187	0.0057	45.4743	0.0000	0.0000	0.0000
3.0114	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6560	0.0000	1.3700	49.3740	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9496	0.0000	75.2313	1.9187	0.0057	45.4743	0.0000	0.0000	0.0000
3.6323	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6350	0.0000	1.3600	49.3704	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9211	0.0000	75.2168	1.9187	0.0057	45.4656	0.0000	0.0000	0.0000
3.7138	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6350	0.0000	1.3600	49.3704	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9211	0.0000	75.2168	1.9187	0.0057	45.4656	0.0000	0.0000	0.0000
4.2526	0.0000	-0.0140	0.0059	0.0000	0.0000	-0.0200	230.6250	0.0000	1.3700	49.3550	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0366	-1.9187	0.0059	-1.9187	0.0024	0.0000	0.0000	320.9468	0.0000	75.2025	1.9187	0.0053	45.4570	0.0000	0.0000	0.0000
