Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7405	0.0000	-0.0410	0.0106	0.0000	0.3040	-0.0300	230.9340	0.0000	1.3700	46.9411	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4811	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.9210	0.0000	1.3200	46.9415	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2153	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.9120	0.0000	1.3300	46.8985	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9506	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.8840	0.0000	1.3200	46.8898	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6932	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.8670	0.0000	1.3300	46.8446	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.1507	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.8670	0.0000	1.3300	46.8446	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.6308	0.3183	-1.6538	0.1604	0.0000	0.0000	321.5948	0.0000	36.4112	1.6615	0.0053	65.7013	51.3461
4.7731	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.8670	0.0000	1.3300	46.8446	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.6308	0.3183	-1.6538	0.1604	0.0000	0.0000	321.5312	0.0000	36.3731	1.6615	0.0052	65.7013	51.3461
5.3947	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.7570	0.0000	1.3000	46.7574	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.6308	0.3183	-1.6538	0.1604	0.0000	0.0000	321.5434	0.0000	36.3382	1.6615	0.0054	65.6743	51.3461
5.9538	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.7570	0.0000	1.3000	46.7574	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.6308	0.3183	-1.6538	0.1604	0.0000	0.0000	321.4717	0.0000	36.3073	1.6615	0.0055	65.6474	51.3461
5.9999	0.0000	-0.0410	0.0106	0.0000	0.3020	-0.0300	230.7570	0.0000	1.3000	46.7574	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.6308	0.3183	-1.6538	0.1604	0.0000	0.0000	321.4717	0.0000	36.3073	1.6615	0.0055	65.6474	51.3461
