WindyBPMp50_OrcaH34_Dyno_Speed_Torque__230Vac_40C_Yongchang_B3Y02_20250414_170716
Report created on: 2025/04/14: 17:13:05


Step N. = 	0
Target Speed = 	654

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
640.9570	631.2857	-9.6713	-1.5320	3.2997	3.7597	3.6840	-0.3843	-11.6466	0.1548	0.1549	17.5564	4.4305	3.9572	-3.0730	4.8510	4.1331	4.1682	-0.0351	-0.8486	0.0000	28.3439	69.6515	92.1583	89.3223	-2.8360	-3.1750	602.8057	580.0357	-22.7700	-3.9256	230.2024	3.7556	659.1243	0.7624	nan	202.2883	218.1378	37.6082	88.0006	33.0953	58.3780	69.0643	0.9071	586.3806	-6.3448	-1.0939	44.1558	42.1210	0.7984	
652.2591	645.2222	-7.0368	-1.0906	3.1999	3.8253	3.7336	-0.5337	-16.6798	0.1577	0.1572	16.1578	4.0785	3.9639	-2.8542	4.9348	3.9929	4.1283	-0.1353	-3.3896	0.0000	27.1707	68.5381	90.3963	90.4136	0.0173	0.0191	574.6176	572.3733	-2.2443	-0.3921	230.2166	3.6963	646.5322	0.7598	nan	202.8886	216.2085	37.7750	88.5296	33.4420	71.1053	75.8873	0.9154	599.7699	-27.3966	-4.7865	44.5631	44.2220	0.8014	
654.5129	651.7778	-2.7351	-0.4196	3.1003	3.9096	3.8432	-0.7428	-23.9594	0.1588	0.1583	15.9206	3.9659	4.0023	-2.8261	4.8905	3.8710	3.9849	-0.1139	-2.9413	0.0000	26.9481	70.6934	92.7273	90.6469	-2.0804	-2.2951	584.0430	561.2433	-22.7996	-4.0623	230.2874	3.6204	631.6878	0.7577	nan	203.5459	211.6102	37.7044	88.8481	33.4996	83.4344	79.1245	0.9234	586.1249	-24.8816	-4.4333	44.5338	44.1606	0.8009	
659.9396	653.0000	-6.9396	-1.0627	2.9997	3.9580	3.9695	-0.9698	-32.3285	0.1591	0.1598	14.1596	3.4004	4.1623	-2.5648	4.8310	3.7562	3.8967	-0.1405	-3.7395	0.0000	24.2301	72.5221	93.7064	90.0379	-3.6685	-4.0744	577.1241	545.0257	-32.0984	-5.8893	230.3830	3.5176	612.0714	0.7553	nan	203.8681	205.1265	37.6364	89.0461	33.5137	93.4230	80.6900	0.9304	577.8487	-32.8230	-6.0223	44.1648	42.9088	0.7986	
648.3988	653.2222	4.8234	0.7384	2.8996	3.9894	4.0458	-1.1463	-39.5332	0.1590	0.1593	13.9422	3.2622	4.2760	-2.5765	4.6230	3.6424	3.7616	-0.1192	-3.2736	0.0000	20.8228	73.1080	93.1103	89.0268	-4.0835	-4.5869	571.1075	525.8167	-45.2908	-8.6134	230.4378	3.3991	589.6344	0.7528	nan	204.3924	198.3449	37.7216	89.1767	33.6388	101.4740	81.6462	0.9362	555.6504	-29.8337	-5.6738	43.5568	41.1002	0.7961	
654.8571	653.3333	-1.5238	-0.2332	2.7990	3.9093	3.8819	-1.0829	-38.6890	0.1587	0.1585	13.1025	3.2084	4.0722	-2.2569	4.5276	3.5351	3.6484	-0.1133	-3.2056	0.0000	21.2931	70.4991	90.2051	87.9919	-2.2133	-2.5153	532.9889	507.4011	-25.5877	-5.0429	230.5662	3.2848	568.2289	0.7503	nan	204.9350	191.4989	37.7415	89.2952	33.7013	109.2567	82.3952	0.9418	534.9245	-27.5234	-5.4244	42.9365	39.6919	0.7918	
650.6352	651.6667	1.0314	0.1583	2.6990	3.8972	3.7860	-1.0870	-40.2724	0.1571	0.1573	11.8137	2.9560	3.9929	-2.4449	4.5038	3.4302	3.5686	-0.1384	-4.0342	0.0000	21.4600	70.1270	89.8246	86.6680	-3.1566	-3.6422	515.0112	487.2600	-27.7512	-5.6954	230.6687	3.1619	545.2400	0.7476	nan	205.3559	184.1859	37.8002	89.3661	33.7806	115.0971	83.0080	0.9463	519.6877	-32.4277	-6.6551	42.2038	38.4372	0.7868	
665.5869	654.2857	-11.3012	-1.7273	2.6001	3.6811	3.6797	-1.0795	-41.5178	0.1536	0.1542	10.3655	2.6024	3.9829	-2.2457	4.4045	3.3254	3.4282	-0.1028	-3.0915	0.0000	20.4181	68.8803	88.0118	85.1537	-2.8581	-3.3564	491.5019	466.0514	-25.4504	-5.4609	230.6956	3.0342	521.2457	0.7447	nan	205.9073	178.1531	38.2261	89.4111	34.1784	119.6149	83.4825	0.9502	493.3927	-27.3413	-5.8666	41.3554	35.8689	0.7819	
652.4757	654.2222	1.7465	0.2670	2.4989	3.6280	3.6045	-1.1056	-44.2424	0.1520	0.1523	9.7055	2.4481	3.9577	-2.2406	4.1305	3.2139	3.3174	-0.1034	-3.2185	0.0000	17.1169	68.5322	86.5409	83.4631	-3.0778	-3.6876	469.8777	443.1422	-26.7355	-6.0332	230.6507	2.8966	495.3944	0.7415	nan	206.3706	171.1989	38.6330	89.4524	34.5581	123.3122	83.8519	0.9538	468.3400	-25.1978	-5.6862	40.4433	33.9821	0.7775	
663.0900	652.3333	-10.7567	-1.6490	2.4004	3.4297	3.3740	-0.9735	-40.5562	0.1484	0.1490	8.4859	2.2514	3.7658	-2.1122	4.0548	3.1001	3.2071	-0.1070	-3.4516	0.0000	17.4780	66.8496	84.6490	81.5494	-3.0996	-3.8009	436.7693	419.1222	-17.6470	-4.2105	230.5320	2.7537	468.4422	0.7379	nan	206.7051	163.9797	39.1247	89.4715	35.0054	126.2768	84.1698	0.9571	445.0931	-25.9709	-6.1965	39.4521	31.8410	0.7743	
