Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	motor_temperature_2	motor_temperature_3	temperature_tamb	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	Mcl_Quantities.Stator_Resistance	My_Measured_Temp	My_Flux_Gain
0.5317	0.0000	-0.0380	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3100	0.0000	0.0000	0.0000	0.0000	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.0503	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3000	24.7371	24.8189	24.8235	25.7523	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.5729	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3100	24.7301	24.8338	24.8323	25.7346	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.3138	0.0000	-0.0130	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3000	24.7175	24.8231	24.8095	25.7446	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.8414	0.0000	-0.0270	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3100	24.7175	24.8231	24.8095	25.7446	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.3663	0.0000	-0.0250	0.0000	0.0000	0.0000	-0.0000	230.6060	0.0000	1.3100	24.7140	24.8174	24.8209	25.7182	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.8767	0.0000	-0.0330	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3100	24.7039	24.7958	24.7918	25.7250	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9074	0.0000	-0.0330	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3100	24.7039	24.7958	24.7918	25.7250	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7750	0.0000	25.0000	0.0000	0.0057	39.8873	2.8600	30.0000	1.0000
4.4045	0.0000	-0.0290	0.0000	0.0000	0.0000	-0.0000	230.6040	0.0000	1.3000	24.7015	24.8071	24.7960	25.7127	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7574	0.0000	25.0000	0.0000	0.0050	39.8873	2.8600	30.0000	1.0000
4.5122	0.0000	-0.0290	0.0000	0.0000	0.0000	-0.0000	230.6040	0.0000	1.3000	24.7015	24.8071	24.7960	25.7127	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7574	0.0000	25.0000	0.0000	0.0050	39.8873	2.8600	30.0000	1.0000
4.9281	0.0000	-0.0230	0.0000	0.0000	0.0000	-0.0000	230.6040	0.0000	1.3100	24.6663	24.8086	24.7966	25.6989	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7763	0.0000	25.0000	0.0000	0.0055	39.8810	2.8600	30.0000	1.0000
5.1147	0.0000	-0.0230	0.0000	0.0000	0.0000	-0.0000	230.6040	0.0000	1.3100	24.6663	24.8086	24.7966	25.6989	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7763	0.0000	25.0000	0.0000	0.0055	39.8810	2.8600	30.0000	1.0000
5.4391	0.0000	-0.0260	0.0000	0.0000	0.0000	-0.0000	230.6040	0.0000	1.3100	24.6985	24.8016	24.7999	25.7002	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7588	0.0000	25.0000	0.0000	0.0051	39.8748	2.8600	30.0000	1.0000
5.7383	0.0000	-0.0290	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3000	24.6989	24.7793	24.7888	25.6875	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7588	0.0000	25.0000	0.0000	0.0051	39.8748	2.8600	30.0000	1.0000
5.9591	0.0000	-0.0290	0.0000	0.0000	0.0000	-0.0000	230.6050	0.0000	1.3000	24.6989	24.7793	24.7888	25.6875	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7588	0.0000	25.0000	0.0000	0.0051	39.8748	2.8600	30.0000	1.0000
6.3502	0.0000	-0.0270	0.0000	0.0000	0.0000	-0.0000	230.6060	0.0000	1.3000	24.6989	24.7793	24.7888	25.6875	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7588	0.0000	25.0000	0.0000	0.0051	39.8748	2.8600	30.0000	1.0000
6.4693	0.0000	-0.0270	0.0000	0.0000	0.0000	-0.0000	230.6060	0.0000	1.3000	24.6989	24.7793	24.7888	25.6875	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7588	0.0000	25.0000	0.0000	0.0051	39.8748	2.8600	30.0000	1.0000
6.9590	0.0000	-0.0310	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3100	24.6925	24.8128	24.7918	25.6873	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7398	0.0000	25.0000	0.0000	0.0052	39.8686	2.8600	30.0000	1.0000
7.0383	0.0000	-0.0310	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3100	24.6925	24.8128	24.7918	25.6873	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7398	0.0000	25.0000	0.0000	0.0052	39.8686	2.8600	30.0000	1.0000
7.5518	0.0000	-0.0280	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3000	24.6654	24.7820	24.7879	25.6770	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7587	0.0000	25.0000	0.0000	0.0055	39.8686	2.8600	30.0000	1.0000
7.5752	0.0000	-0.0280	0.0000	0.0000	0.0000	-0.0000	230.6070	0.0000	1.3000	24.6654	24.7820	24.7879	25.6770	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7587	0.0000	25.0000	0.0000	0.0055	39.8686	2.8600	30.0000	1.0000
8.0630	0.0000	-0.0250	0.0000	0.0000	0.0000	-0.0000	230.6060	0.0000	1.3000	24.6738	24.7852	24.7931	25.6790	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.8021	0.0000	25.0000	0.0000	0.0057	39.8624	2.8600	30.0000	1.0000
8.1799	0.0000	-0.0250	0.0000	0.0000	0.0000	-0.0000	230.6060	0.0000	1.3000	24.6738	24.7852	24.7931	25.6790	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.8021	0.0000	25.0000	0.0000	0.0057	39.8624	2.8600	30.0000	1.0000
8.5864	0.0000	-0.0300	0.0000	0.0000	0.0000	-0.0000	230.6030	0.0000	1.3000	24.6646	24.7782	24.7846	25.6578	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7411	0.0000	25.0000	0.0000	0.0055	39.8561	2.8600	30.0000	1.0000
8.8049	0.0000	-0.0300	0.0000	0.0000	0.0000	-0.0000	230.6030	0.0000	1.3000	24.6646	24.7782	24.7846	25.6578	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7411	0.0000	25.0000	0.0000	0.0055	39.8561	2.8600	30.0000	1.0000
9.1064	0.0000	-0.0260	0.0000	0.0000	0.0000	-0.0000	230.5990	0.0000	1.3000	24.6703	24.7730	24.7638	25.6783	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7411	0.0000	25.0000	0.0000	0.0055	39.8561	2.8600	30.0000	1.0000
9.4391	0.0000	-0.0280	0.0000	0.0000	0.0000	-0.0000	230.5940	0.0000	1.2900	24.6666	24.7739	24.7688	25.6593	NOT CONNECTED	1000.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7520	0.0000	25.0000	0.0000	0.0055	39.8561	2.8600	30.0000	1.0000
9.6247	0.0000	-0.0280	0.0000	0.0000	0.0000	-0.0000	230.5940	0.0000	1.2900	24.6666	24.7739	24.7688	25.6593	NOT CONNECTED	1000.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7520	0.0000	25.0000	0.0000	0.0055	39.8561	2.8600	30.0000	1.0000
10.0627	0.0000	-0.0320	0.0000	0.0000	0.0000	-0.0000	230.5890	0.0000	1.3000	24.6666	24.7739	24.7688	25.6593	NOT CONNECTED	1000.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7668	0.0000	25.0000	0.0000	0.0054	39.8499	2.8600	30.0000	1.0000
10.1523	0.0000	-0.0320	0.0000	0.0000	0.0000	-0.0000	230.5890	0.0000	1.3000	24.6666	24.7739	24.7688	25.6593	NOT CONNECTED	1000.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7668	0.0000	25.0000	0.0000	0.0054	39.8499	2.8600	30.0000	1.0000
10.6652	0.0000	-0.0220	0.0000	0.0000	0.0000	-0.0000	230.5850	0.0000	1.3000	24.6759	24.7741	24.7594	25.6453	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7438	0.0000	25.0000	0.0000	0.0051	39.8437	2.8600	30.0000	1.0000
10.6787	0.0000	-0.0220	0.0000	0.0000	0.0000	-0.0000	230.5850	0.0000	1.3000	24.6759	24.7741	24.7594	25.6453	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7438	0.0000	25.0000	0.0000	0.0051	39.8437	2.8600	30.0000	1.0000
11.1865	0.0000	-0.0320	0.0000	0.0000	0.0000	-0.0000	230.5800	0.0000	1.3100	24.6759	24.7741	24.7594	25.6453	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7438	0.0000	25.0000	0.0000	0.0056	39.8437	2.8600	30.0000	1.0000
11.2830	0.0000	-0.0320	0.0000	0.0000	0.0000	-0.0000	230.5800	0.0000	1.3100	24.6759	24.7741	24.7594	25.6453	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7438	0.0000	25.0000	0.0000	0.0056	39.8437	2.8600	30.0000	1.0000
11.7164	0.0000	-0.0260	0.0000	0.0000	0.0000	-0.0000	230.5750	0.0000	1.3100	24.6563	24.7562	24.7636	25.6359	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7303	0.0000	25.0000	0.0000	0.0054	39.8375	2.8600	30.0000	1.0000
11.8875	0.0000	-0.0260	0.0000	0.0000	0.0000	-0.0000	230.5750	0.0000	1.3100	24.6563	24.7562	24.7636	25.6359	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7303	0.0000	25.0000	0.0000	0.0054	39.8375	2.8600	30.0000	1.0000
12.2315	0.0000	-0.0400	2.5537	0.0000	11.2640	64.8800	230.5060	0.6222	93.6300	24.6419	24.7555	24.7564	25.6429	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7114	0.0000	25.0000	0.0000	0.0050	39.8375	2.8600	30.0000	1.0000
12.5111	0.0000	-0.0410	2.7623	0.0000	12.2060	76.0300	230.5050	0.7198	111.3000	24.6604	24.7577	24.7575	25.6416	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7114	0.0000	25.0000	0.0000	0.0050	39.8375	2.8600	30.0000	1.0000
12.7543	0.0000	-0.0410	2.7623	0.0000	12.2060	76.0300	230.5050	0.7198	111.3000	24.6604	24.7577	24.7575	25.6416	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7114	0.0000	25.0000	0.0000	0.0050	39.8375	2.8600	30.0000	1.0000
13.1259	0.0000	-0.0410	3.3436	0.0000	14.8220	111.7200	230.4830	1.0051	162.0900	24.7288	24.7350	24.7582	25.6326	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7235	0.0000	25.0000	0.0000	0.0055	39.8313	2.8600	30.0000	1.0000
13.2790	0.0000	-0.0410	3.3436	0.0000	14.8220	111.7200	230.4830	1.0051	162.0900	24.7288	24.7350	24.7582	25.6326	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7235	0.0000	25.0000	0.0000	0.0055	39.8313	2.8600	30.0000	1.0000
13.7963	0.0000	-0.0130	2.0529	0.0000	8.8090	40.7800	230.5480	0.5766	77.1700	24.7288	24.7350	24.7582	25.6326	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7235	0.0000	25.0000	0.0000	0.0055	39.8313	2.8600	30.0000	1.0000
14.3080	0.0000	-0.2250	0.4936	0.0000	2.2390	2.2400	230.5690	0.0796	8.8800	24.9230	24.7594	24.7514	25.6087	NOT CONNECTED	1000.0000	450.0000	0.0000	-0.3354	-0.1159	0.0000	0.2214	0.0000	5.0164	-0.0860	5.0712	-0.2459	16.3800	0.0000	291.7601	123.7986	25.3345	5.0573	2.8635	39.8447	2.8643	30.0000	1.0000
14.8254	205.0000	-0.3140	0.7746	0.0000	4.4190	5.7200	230.5380	0.1083	12.6600	24.9230	24.7594	24.7514	25.6087	NOT CONNECTED	1000.0000	450.0000	0.0000	-0.3354	-0.1159	0.0000	0.2214	0.0000	5.0164	-0.0860	5.0712	-0.2459	16.3800	0.0000	291.7601	123.7986	25.3345	5.0573	2.8635	39.8447	2.8643	30.0000	1.0000
15.3412	620.0000	-0.0880	3.2605	0.0000	25.6150	120.1700	230.4270	1.0789	171.5100	25.1395	24.7579	24.8139	25.6199	NOT CONNECTED	1000.0000	450.0000	0.0000	-0.0589	-0.1163	0.0000	0.2212	0.0000	5.0566	-0.0868	5.1114	-0.2609	16.4150	0.0000	293.2242	124.4714	25.8755	5.0734	3.5742	39.8447	2.8714	30.0000	1.0000
15.4388	620.0000	-0.0880	3.2605	0.0000	25.6150	120.1700	230.4270	1.0789	171.5100	25.1395	24.7579	24.8139	25.6199	NOT CONNECTED	1000.0000	450.0000	0.0000	-0.0589	-0.1163	0.0000	0.2212	0.0000	5.0566	-0.0868	5.1114	-0.2609	16.4150	0.0000	293.2242	124.4714	25.8755	5.0734	3.5742	39.8447	2.8714	30.0000	1.0000
15.8517	796.0000	-0.1120	0.1848	0.0000	28.3490	6.9300	230.5480	0.1081	12.6300	25.1395	24.7579	24.8139	25.6199	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0092	-0.0207	0.0000	0.1349	0.0000	0.8225	-0.0267	0.8104	-0.0320	4.4150	0.0000	316.8941	5.3334	26.3371	0.7909	1.1440	39.9218	2.8765	30.0000	1.0000
16.0434	796.0000	-0.1120	0.1848	0.0000	28.3490	6.9300	230.5480	0.1081	12.6300	25.1395	24.7579	24.8139	25.6199	NOT CONNECTED	1000.0000	450.0000	0.0000	0.0092	-0.0207	0.0000	0.1349	0.0000	0.8225	-0.0267	0.8104	-0.0320	4.4150	0.0000	316.8941	5.3334	26.3371	0.7909	1.1440	39.9218	2.8765	30.0000	1.0000
16.3699	1015.0000	-0.1170	0.2218	0.0000	35.8550	12.3200	230.5300	0.1508	18.5800	25.2615	24.7933	24.7695	25.6046	NOT CONNECTED	1000.0000	450.0000	0.0000	33.3011	0.4951	0.3870	0.0996	0.0995	0.8556	0.8270	0.6623	1.5271	3.0952	4.7635	316.6303	10.9399	49.9534	1.0662	0.6092	39.9303	3.1671	30.0000	1.0000
16.6699	1006.0000	-0.0550	0.2251	0.0000	45.2770	15.7100	230.5220	0.1828	23.1600	25.3250	24.8165	24.7920	25.5937	NOT CONNECTED	1000.0000	450.0000	0.0000	33.3011	0.4951	0.3870	0.0996	0.0995	0.8556	0.8270	0.6623	1.5271	3.0952	4.7635	316.6303	10.9399	49.9534	1.0662	0.6092	39.9303	3.1671	30.0000	1.0000
16.8877	1006.0000	-0.0550	0.2251	0.0000	45.2770	15.7100	230.5220	0.1828	23.1600	25.3250	24.8165	24.7920	25.5937	NOT CONNECTED	1000.0000	450.0000	0.0000	33.3011	0.4951	0.3870	0.0996	0.0995	0.8556	0.8270	0.6623	1.5271	3.0952	4.7635	316.6303	10.9399	49.9534	1.0662	0.6092	39.9303	3.1671	30.0000	1.0000
17.2893	1003.0000	-0.0550	0.1441	0.0000	45.8880	6.7700	230.5280	0.1145	13.5200	25.3526	24.8452	24.8215	25.6123	NOT CONNECTED	1000.0000	450.0000	0.0000	608.9606	-0.0548	0.0664	0.0928	0.0909	0.3504	-0.1036	0.4634	0.1094	0.0240	23.1594	303.1074	-1.1931	49.7494	0.5462	3.3874	39.9303	3.1653	30.0000	1.0000
17.4187	1003.0000	-0.0550	0.1441	0.0000	45.8880	6.7700	230.5280	0.1145	13.5200	25.3526	24.8452	24.8215	25.6123	NOT CONNECTED	1000.0000	450.0000	0.0000	608.9606	-0.0548	0.0664	0.0928	0.0909	0.3504	-0.1036	0.4634	0.1094	0.0240	23.1594	303.1074	-1.1931	49.7494	0.5462	3.3874	39.9303	3.1653	30.0000	1.0000
17.8975	998.0000	-0.0560	0.1469	0.0000	45.6100	7.2000	230.5280	0.1176	13.9200	25.3589	24.8624	24.8167	25.5913	NOT CONNECTED	1000.0000	450.0000	0.0000	672.2061	0.1147	0.1615	0.0876	0.0876	0.1320	0.2289	0.1125	0.2821	0.4779	26.3763	315.2611	9.5495	49.6413	0.3332	0.1699	39.9527	3.1635	30.0000	1.0000
17.9390	998.0000	-0.0560	0.1469	0.0000	45.6100	7.2000	230.5280	0.1176	13.9200	25.3589	24.8624	24.8167	25.5913	NOT CONNECTED	1000.0000	450.0000	0.0000	672.2061	0.1147	0.1615	0.0876	0.0876	0.1320	0.2289	0.1125	0.2821	0.4779	26.3763	315.2611	9.5495	49.6413	0.3332	0.1699	39.9527	3.1635	30.0000	1.0000
18.4503	1002.0000	-0.0560	0.1475	0.0000	45.5710	7.2600	230.5310	0.1184	14.0400	25.3589	24.8624	24.8167	25.5913	NOT CONNECTED	1000.0000	450.0000	0.0000	925.5673	0.1352	0.1696	0.0876	0.0876	0.0907	0.2668	0.1139	0.3194	0.4900	35.9421	313.2722	15.7042	49.3287	0.3201	0.2278	39.9527	3.1596	30.0000	1.0000
18.5234	1002.0000	-0.0560	0.1475	0.0000	45.5710	7.2600	230.5310	0.1184	14.0400	25.3589	24.8624	24.8167	25.5913	NOT CONNECTED	1000.0000	450.0000	0.0000	925.5673	0.1352	0.1696	0.0876	0.0876	0.0907	0.2668	0.1139	0.3194	0.4900	35.9421	313.2722	15.7042	49.3287	0.3201	0.2278	39.9527	3.1596	30.0000	1.0000
19.0219	1000.0000	-0.0550	0.1477	0.0000	45.5610	7.2500	230.5310	0.1176	13.9300	25.3884	24.8581	24.8218	25.5858	NOT CONNECTED	1000.0000	450.0000	0.0000	1010.7703	0.0582	0.0490	0.0875	0.0875	0.1567	0.1028	0.1487	0.1985	0.6389	37.2507	315.6277	6.8821	49.0530	0.1859	0.1557	39.9492	3.1563	30.0000	1.0000
19.1262	1000.0000	-0.0550	0.1477	0.0000	45.5610	7.2500	230.5310	0.1176	13.9300	25.3884	24.8581	24.8218	25.5858	NOT CONNECTED	1000.0000	450.0000	0.0000	1010.7703	0.0582	0.0490	0.0875	0.0875	0.1567	0.1028	0.1487	0.1985	0.6389	37.2507	315.6277	6.8821	49.0530	0.1859	0.1557	39.9492	3.1563	30.0000	1.0000
19.5326	1000.0000	-0.0560	0.1462	0.0000	45.5450	7.2100	230.5370	0.1177	13.9600	25.3884	24.8581	24.8218	25.5858	NOT CONNECTED	1000.0000	450.0000	0.0000	998.1782	0.0655	0.0758	0.0875	0.0875	0.1465	0.1360	0.1395	0.1073	0.5630	37.0614	315.4112	6.7824	48.7871	0.2462	0.1472	39.9461	3.1530	30.0000	1.0000
19.7432	1000.0000	-0.0560	0.1462	0.0000	45.5450	7.2100	230.5370	0.1177	13.9600	25.3884	24.8581	24.8218	25.5858	NOT CONNECTED	1000.0000	450.0000	0.0000	998.1782	0.0655	0.0758	0.0875	0.0875	0.1465	0.1360	0.1395	0.1073	0.5630	37.0614	315.4112	6.7824	48.7871	0.2462	0.1472	39.9461	3.1530	30.0000	1.0000
20.0632	1000.0000	-0.0560	0.1464	0.0000	45.5500	7.2100	230.5400	0.1177	13.9400	25.4044	24.9280	24.8371	25.5672	NOT CONNECTED	1000.0000	450.0000	0.0000	1001.8215	0.0910	0.0587	0.0875	0.0876	0.1523	0.1673	0.2270	0.1029	0.5162	36.9970	315.3882	6.9156	48.5514	0.2587	0.1460	39.9461	3.1500	30.0000	1.0000
20.3685	999.0000	-0.0560	0.1466	0.0000	45.5420	7.2600	230.5450	0.1179	14.0000	25.4057	24.9348	24.8471	25.5665	NOT CONNECTED	1000.0000	450.0000	0.0000	1001.8215	0.0910	0.0587	0.0875	0.0876	0.1523	0.1673	0.2270	0.1029	0.5162	36.9970	315.3882	6.9156	48.5514	0.2587	0.1460	39.9461	3.1500	30.0000	1.0000
20.5825	999.0000	-0.0560	0.1466	0.0000	45.5420	7.2600	230.5450	0.1179	14.0000	25.4057	24.9348	24.8471	25.5665	NOT CONNECTED	1000.0000	450.0000	0.0000	1001.8215	0.0910	0.0587	0.0875	0.0876	0.1523	0.1673	0.2270	0.1029	0.5162	36.9970	315.3882	6.9156	48.5514	0.2587	0.1460	39.9461	3.1500	30.0000	1.0000
