Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7404	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5260	0.0343	2.0100	47.6167	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4689	0.0000	-0.0410	0.0292	0.0000	1.5140	-0.0100	230.5260	0.0466	2.5400	47.5901	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.6908	0.0000	-0.0410	0.0292	0.0000	1.5140	-0.0100	230.5260	0.0466	2.5400	47.5901	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5637	0.0000	71.7409	2.1727	0.0050	49.4454	0.0000	0.0000	0.0000
2.2028	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5240	0.0342	2.0100	47.5172	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5854	0.0000	71.6818	2.1727	0.0049	49.4349	0.0000	0.0000	0.0000
2.3107	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5240	0.0342	2.0100	47.5172	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5854	0.0000	71.6818	2.1727	0.0049	49.4349	0.0000	0.0000	0.0000
2.9155	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5240	0.0342	2.0100	47.4850	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.6179	0.0000	71.6261	2.1727	0.0050	49.4244	0.0000	0.0000	0.0000
2.9396	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5240	0.0342	2.0100	47.4850	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.6179	0.0000	71.6261	2.1727	0.0050	49.4244	0.0000	0.0000	0.0000
3.5355	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0342	2.0000	47.4419	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5745	0.0000	71.5755	2.1727	0.0049	49.4244	0.0000	0.0000	0.0000
3.6716	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0342	2.0000	47.4419	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5745	0.0000	71.5755	2.1727	0.0049	49.4244	0.0000	0.0000	0.0000
4.1556	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0341	2.0100	47.3865	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.6179	0.0000	71.5257	2.1727	0.0048	49.4140	0.0000	0.0000	0.0000
4.4012	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0341	2.0100	47.3865	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.6179	0.0000	71.5257	2.1727	0.0048	49.4140	0.0000	0.0000	0.0000
4.7753	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0341	2.0100	47.3865	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5570	0.0000	71.4786	2.1727	0.0051	49.4140	0.0000	0.0000	0.0000
5.1727	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0340	2.0100	47.3901	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5759	0.0000	71.4358	2.1727	0.0049	49.4035	0.0000	0.0000	0.0000
5.3949	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5230	0.0340	2.0100	47.3901	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5759	0.0000	71.4358	2.1727	0.0049	49.4035	0.0000	0.0000	0.0000
5.8998	0.0000	-0.0410	0.0057	0.0000	0.0000	-0.0100	230.5220	0.0341	2.0100	47.2978	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-2.0237	-0.7909	-2.1511	-0.3059	0.0000	0.0000	321.5651	0.0000	71.3934	2.1727	0.0049	49.3931	0.0000	0.0000	0.0000
