Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7410	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.7650	0.0000	1.3100	55.8877	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4751	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.7670	0.0000	1.3000	55.8865	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2094	0.0000	-0.0300	0.0067	0.0000	0.0000	-0.0200	230.7670	0.0000	1.3100	55.8478	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9437	0.0000	-0.0290	0.0067	0.0000	0.0000	-0.0200	230.7700	0.0000	1.3100	55.8322	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6762	0.0000	-0.0240	0.0067	0.0000	0.0000	-0.0200	230.7740	0.0000	1.3100	55.8347	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2575	0.0000	-0.0220	0.0067	0.0000	0.0000	-0.0200	230.7830	0.0000	1.3100	55.7845	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4177	0.0000	83.0235	1.8948	0.0055	54.0798	0.0000	0.0000	0.0000
4.4479	0.0000	-0.0220	0.0067	0.0000	0.0000	-0.0200	230.7830	0.0000	1.3100	55.7845	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4177	0.0000	83.0235	1.8948	0.0055	54.0798	0.0000	0.0000	0.0000
4.8765	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.7890	0.0000	1.3200	55.7748	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3716	0.0000	82.9694	1.8948	0.0055	54.0798	0.0000	0.0000	0.0000
5.1884	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.7890	0.0000	1.3200	55.7748	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3879	0.0000	82.9188	1.8948	0.0054	54.0673	0.0000	0.0000	0.0000
5.4968	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.7890	0.0000	1.3200	55.7748	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3879	0.0000	82.9188	1.8948	0.0054	54.0673	0.0000	0.0000	0.0000
5.9402	0.0000	-0.0290	0.0067	0.0000	0.0000	-0.0200	230.7990	0.0000	1.3100	55.7368	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3920	0.0000	82.8713	1.8948	0.0054	54.0673	0.0000	0.0000	0.0000
6.1028	0.0000	-0.0290	0.0067	0.0000	0.0000	-0.0200	230.7990	0.0000	1.3100	55.7368	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3920	0.0000	82.8713	1.8948	0.0054	54.0673	0.0000	0.0000	0.0000
6.6908	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.8050	0.0000	1.3100	55.7109	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4366	0.0000	82.8286	1.8948	0.0050	54.0547	0.0000	0.0000	0.0000
6.7243	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.8050	0.0000	1.3100	55.7109	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4366	0.0000	82.8286	1.8948	0.0050	54.0547	0.0000	0.0000	0.0000
7.3456	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.8180	0.0000	1.3100	55.6868	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3973	0.0000	82.7867	1.8948	0.0050	54.0422	0.0000	0.0000	0.0000
7.4463	0.0000	-0.0250	0.0067	0.0000	0.0000	-0.0200	230.8180	0.0000	1.3100	55.6868	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3973	0.0000	82.7867	1.8948	0.0050	54.0422	0.0000	0.0000	0.0000
7.9670	0.0000	-0.0230	0.0067	0.0000	0.0000	-0.0200	230.8240	0.0000	1.3200	55.6440	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3933	0.0000	82.7472	1.8948	0.0053	54.0422	0.0000	0.0000	0.0000
8.1910	0.0000	-0.0230	0.0067	0.0000	0.0000	-0.0200	230.8240	0.0000	1.3200	55.6440	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.3933	0.0000	82.7472	1.8948	0.0053	54.0422	0.0000	0.0000	0.0000
8.5878	0.0000	-0.0230	0.0067	0.0000	0.0000	-0.0200	230.8240	0.0000	1.3200	55.6440	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4095	0.0000	82.7101	1.8948	0.0048	54.0296	0.0000	0.0000	0.0000
9.1941	0.0000	-0.0230	0.0067	0.0000	0.0000	-0.0200	230.8240	0.0000	1.3200	55.6440	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4325	0.0000	82.6765	1.8948	0.0054	54.0171	0.0000	0.0000	0.0000
9.8302	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8490	0.0000	1.3200	55.5456	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4474	0.0000	82.6434	1.8948	0.0056	54.0171	0.0000	0.0000	0.0000
10.4515	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8490	0.0000	1.3200	55.5456	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4379	0.0000	82.6122	1.8948	0.0051	54.0045	0.0000	0.0000	0.0000
10.4519	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8490	0.0000	1.3200	55.5456	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4379	0.0000	82.6122	1.8948	0.0051	54.0045	0.0000	0.0000	0.0000
11.0889	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8530	0.0000	1.3300	55.5576	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4691	0.0000	82.5815	1.8948	0.0052	54.0045	0.0000	0.0000	0.0000
11.1849	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8530	0.0000	1.3300	55.5576	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4691	0.0000	82.5815	1.8948	0.0052	54.0045	0.0000	0.0000	0.0000
11.7117	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8530	0.0000	1.3300	55.5576	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4866	0.0000	82.5537	1.8948	0.0052	53.9920	0.0000	0.0000	0.0000
12.3322	0.0000	-0.0260	0.0067	0.0000	0.0000	-0.0200	230.8530	0.0000	1.3300	55.5576	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4555	0.0000	82.5274	1.8948	0.0052	53.9795	0.0000	0.0000	0.0000
12.9533	0.0000	-0.0240	0.0067	0.0000	0.0000	-0.0200	230.8650	0.0000	1.3200	55.4558	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4447	0.0000	82.5035	1.8948	0.0051	53.9795	0.0000	0.0000	0.0000
13.5759	0.0000	-0.0240	0.0067	0.0000	0.0000	-0.0200	230.8650	0.0000	1.3200	55.4558	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4650	0.0000	82.4798	1.8948	0.0054	53.9670	0.0000	0.0000	0.0000
13.6908	0.0000	-0.0240	0.0067	0.0000	0.0000	-0.0200	230.8650	0.0000	1.3200	55.4558	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.4650	0.0000	82.4798	1.8948	0.0054	53.9670	0.0000	0.0000	0.0000
14.2129	0.0000	-0.0270	0.0067	0.0000	0.0000	-0.0200	230.8660	0.0000	1.3300	55.4340	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.6863	-0.8640	-1.8586	-0.3688	0.0000	0.0000	321.5123	0.0000	82.4564	1.8948	0.0052	53.9544	0.0000	0.0000	0.0000
