WindyBPMp40_220uF__HefeiH24_ID12__HighSpeedPower_230Vac_20250603_110133
Report created on: 2025/06/03: 11:07:12


Step N. = 	0
Target Speed = 	16300

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
16302.9871	16302.9871	0.0000	0.0000	0.1787	0.1833	0.1797	-0.0011	-0.5956	0.0239	0.0243	-2.9041	-2.3730	1.2292	-2.6427	0.2915	1.8820	1.8482	0.0339	1.7993	0.0000	-12.9582	179.5889	220.6058	214.8228	-5.7830	-2.6920	377.7038	363.0644	-14.6393	-4.0322	230.4028	2.9372	388.7733	0.5745	nan	211.9782	305.0290	84.0132	93.3871	78.4575	41.5268	66.8456	0.5185	376.0634	-12.9990	-3.5803	101.3420	25.4810	0.0949	
16300.6994	16300.6994	0.0000	0.0000	0.1948	0.1966	0.1958	-0.0010	-0.5379	0.0233	0.0237	-3.3359	-2.3905	1.3974	-2.7457	0.3212	1.8951	1.8617	0.0334	1.7599	0.0000	-8.1140	180.1210	220.9127	214.0903	-6.8224	-3.1867	407.5163	382.3367	-25.1796	-6.5857	230.4628	3.0781	408.8589	0.5764	nan	211.3757	332.4862	86.9608	93.5130	81.3196	41.9760	67.2124	0.5441	395.6837	-13.3470	-3.4909	101.2844	16.7844	0.1028	
16297.8793	16297.8793	0.0000	0.0000	0.2112	0.2122	0.1854	0.0258	12.2300	0.0254	0.0236	-2.7187	-2.3407	1.1689	-2.6956	0.4683	1.9122	1.8773	0.0350	1.8279	0.0000	-8.2274	186.0823	228.2260	213.2452	-14.9808	-7.0251	356.4418	407.2778	50.8360	12.4819	230.6563	3.2524	434.8600	0.5797	nan	210.8339	360.4942	88.5125	93.6570	82.8982	42.3911	67.5178	0.5766	428.5543	-21.2766	-5.2241	101.1438	13.0587	0.1105	
16299.2096	16299.2096	0.0000	0.0000	0.2288	0.2258	0.2344	-0.0056	-2.4583	0.0248	0.0227	-3.3316	-2.1411	1.5604	-2.8485	0.4319	1.9392	1.8930	0.0462	2.3836	0.0000	-7.9671	184.5365	226.2522	211.8661	-14.3861	-6.7902	457.6832	441.2844	-16.3988	-3.7161	230.8192	3.4866	470.5011	0.5846	nan	210.2008	390.4901	88.4908	93.7902	82.9956	42.8271	67.8014	0.6201	456.7612	-15.4768	-3.5072	100.7924	16.0508	0.1180	
16292.4501	16292.4501	0.0000	0.0000	0.2466	0.2547	0.2371	0.0095	3.8497	0.0254	0.0228	-3.4105	-2.2128	1.5401	-2.7928	0.5293	1.9660	1.9199	0.0461	2.3472	0.0000	-5.4943	185.6892	227.5253	210.4190	-17.1063	-8.1296	447.2594	472.4700	25.2106	5.3359	230.7464	3.7047	503.0978	0.5885	nan	209.0045	420.6584	89.0337	93.9121	83.6134	43.2463	68.0920	0.6594	500.6418	-28.1718	-5.9627	100.6770	16.0400	0.1254	
16301.8231	16301.8231	0.0000	0.0000	0.2639	0.2590	0.2679	-0.0040	-1.5154	0.0220	0.0237	-4.0862	-2.0248	2.0187	-2.7407	0.4399	1.9955	1.9577	0.0378	1.8950	0.0000	-10.3606	175.5976	215.5470	208.7944	-6.7526	-3.2341	563.2660	503.5144	-59.7516	-11.8669	230.5773	3.9201	535.6411	0.5926	nan	207.8460	450.4908	89.4695	94.0022	84.1033	43.6727	68.3871	0.6977	513.3363	-9.8219	-1.9507	100.4566	16.1095	0.1322	
16301.2309	16301.2309	0.0000	0.0000	0.2798	0.2772	0.2800	-0.0002	-0.0636	0.0215	0.0232	-4.5731	-2.0790	2.2001	-2.8419	0.4536	2.0249	1.9893	0.0357	1.7610	0.0000	-9.0368	171.3240	210.2334	207.1988	-3.0346	-1.4646	593.7559	532.4311	-61.3248	-11.5179	230.4057	4.1211	566.0933	0.5962	nan	206.6578	477.5974	89.7013	94.0536	84.3673	44.1041	68.6927	0.7327	546.6426	-14.2115	-2.6692	100.2621	16.7569	0.1382	
16301.1175	16301.1175	0.0000	0.0000	0.2993	0.2937	0.2773	0.0220	7.3449	0.0215	0.0226	-4.5279	-2.0538	2.2054	-2.8726	0.5308	2.0576	2.0124	0.0452	2.1962	0.0000	-0.7039	175.6519	215.2048	205.5976	-9.6072	-4.6728	579.4241	562.4129	-17.0112	-3.0247	230.3716	4.3252	597.6114	0.5998	nan	205.6541	510.8954	90.8399	94.1101	85.4896	44.5458	69.0119	0.7676	576.5868	-14.1739	-2.5202	99.9727	12.1345	0.1455	
16299.0816	16299.0816	0.0000	0.0000	0.3149	0.3133	0.3235	-0.0087	-2.7503	0.0233	0.0220	-4.0351	-1.7888	2.2905	-2.8993	0.5605	2.0968	2.0441	0.0527	2.5140	0.0000	-10.1795	178.0225	218.4303	203.9363	-14.4940	-7.1071	639.4942	595.5778	-43.9164	-7.3737	230.4391	4.5472	632.6800	0.6038	nan	204.6990	537.4636	90.2427	94.1357	84.9506	44.9420	69.3263	0.8041	620.3117	-24.7339	-4.1529	99.6277	17.1515	0.1502	
16299.4647	16299.4647	0.0000	0.0000	0.3328	0.3330	0.2914	0.0414	12.4402	0.0233	0.0227	-3.9029	-1.9462	2.0281	-2.9198	0.6321	2.1334	2.0948	0.0386	1.8098	0.0000	-7.8728	179.9361	220.6222	202.5831	-18.0391	-8.9045	567.6285	624.4856	56.8570	9.1046	230.5974	4.7404	663.1811	0.6067	nan	203.7558	568.0104	90.9564	94.1652	85.6492	45.4164	69.6885	0.8342	655.2885	-30.8030	-4.9325	99.4248	13.9881	0.1560	
16298.5388	16298.5388	0.0000	0.0000	0.3492	0.3499	0.3487	0.0005	0.1438	0.0224	0.0213	-3.9257	-1.5725	2.5369	-3.0195	0.6320	2.1733	2.1342	0.0391	1.7979	0.0000	-11.0552	175.1674	215.0686	201.1295	-13.9391	-6.9304	692.4131	651.4875	-40.9256	-6.2819	230.7260	4.9217	691.9800	0.6094	nan	203.1227	596.0929	91.4976	94.1483	86.1435	45.8486	70.0548	0.8605	679.9090	-28.4215	-4.3625	99.0190	11.2309	0.1607	
16298.1680	16298.1680	0.0000	0.0000	0.3667	0.3727	0.3890	-0.0224	-6.1034	0.0247	0.0200	-3.3384	-1.3576	2.5983	-3.2203	0.7367	2.2474	2.1922	0.0553	2.4592	0.0000	-7.2926	185.5229	227.4297	198.4296	-29.0001	-14.6148	736.6599	692.4811	-44.1787	-6.3798	230.7602	5.1906	735.9778	0.6145	nan	201.9585	625.8047	90.3712	94.0900	85.0302	46.3572	70.4654	0.8965	730.3665	-37.8854	-5.4710	98.2531	19.3515	0.1631	
16300.3159	16300.3159	0.0000	0.0000	0.3840	0.3908	0.3651	0.0189	4.9255	0.0199	0.0213	-3.8081	-1.2849	2.9758	-3.3748	0.5738	2.3103	2.2637	0.0467	2.0193	0.0000	-6.1394	163.8359	200.9023	196.3820	-4.5203	-2.3018	745.2146	720.4575	-24.7571	-3.4363	230.7517	5.3779	766.3425	0.6175	nan	200.8300	655.4746	90.9803	94.0125	85.5329	46.8646	70.9357	0.9168	739.3118	-18.8543	-2.6170	97.7856	14.8715	0.1662	
