Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7381	0.0000	-0.0220	0.0065	0.0000	0.0000	-0.0200	230.8160	0.0000	1.3200	61.3355	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4784	0.0000	-0.0250	0.0065	0.0000	0.0000	-0.0200	230.8230	0.0000	1.2900	61.3033	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2120	0.0000	-0.0230	0.0065	0.0000	0.0000	-0.0200	230.8370	0.0000	1.2900	61.3018	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9602	0.0000	-0.0200	0.0065	0.0000	0.0000	-0.0200	230.8440	0.0000	1.3000	61.2584	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.5936	0.0000	-0.0230	0.0065	0.0000	0.0000	-0.0200	230.8590	0.0000	1.3000	61.2660	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4488	0.0000	87.5210	1.7727	0.0055	54.9951	0.0000	0.0000	0.0000
3.7029	0.0000	-0.0230	0.0065	0.0000	0.0000	-0.0200	230.8590	0.0000	1.3000	61.2660	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4488	0.0000	87.5210	1.7727	0.0055	54.9951	0.0000	0.0000	0.0000
4.2164	0.0000	-0.0180	0.0065	0.0000	0.0000	-0.0200	230.8680	0.0000	1.3000	61.2328	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4717	0.0000	87.4812	1.7727	0.0053	54.9821	0.0000	0.0000	0.0000
4.4493	0.0000	-0.0180	0.0065	0.0000	0.0000	-0.0200	230.8680	0.0000	1.3000	61.2328	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4717	0.0000	87.4812	1.7727	0.0053	54.9821	0.0000	0.0000	0.0000
4.8375	0.0000	-0.0180	0.0065	0.0000	0.0000	-0.0200	230.8850	0.0000	1.3100	61.1943	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.5082	0.0000	87.4440	1.7727	0.0052	54.9691	0.0000	0.0000	0.0000
5.1877	0.0000	-0.0180	0.0065	0.0000	0.0000	-0.0200	230.8850	0.0000	1.3100	61.1943	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4987	0.0000	87.4090	1.7727	0.0052	54.9691	0.0000	0.0000	0.0000
5.4589	0.0000	-0.0180	0.0065	0.0000	0.0000	-0.0200	230.8850	0.0000	1.3100	61.1943	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0825	0.0372	-1.5464	-0.8666	-1.7301	-0.3859	0.0000	0.0000	321.4987	0.0000	87.4090	1.7727	0.0052	54.9691	0.0000	0.0000	0.0000
