WindyBPMp50_OrcaH34_Dyno_High_Speed_Power__18000rpm__230Vac_40C_20240917_115649
Report created on: 2024/09/17: 12:07:51


Step N. = 	0
Target Speed = 	18000

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
17999.4138	17999.4138	0.0000	0.0000	0.2188	0.2666	0.2632	-0.0444	-20.3064	0.0196	0.0198	-5.4175	-2.4121	2.2617	-3.3422	0.3393	2.3085	2.2997	0.0089	0.3839	0.0000	-16.2892	182.2349	224.2051	205.9243	-18.2808	-8.8774	677.7941	576.7077	-101.0864	-17.5282	230.4859	3.5040	613.4746	0.7596	nan	202.9109	412.3571	71.5024	94.0068	67.2171	39.6948	63.2687	0.7004	620.8916	-44.1839	-7.6614	101.4850	71.2093	0.0948	
18000.9992	18000.9992	0.0000	0.0000	0.2239	0.2749	0.2825	-0.0586	-26.1509	0.0203	0.0194	-5.2053	-2.2699	2.3120	-3.2905	0.3275	2.3322	2.3008	0.0314	1.3465	0.0000	-13.9968	187.7034	230.5539	204.2764	-26.2775	-12.8637	699.6745	606.4136	-93.2608	-15.3791	229.9134	3.6807	645.1609	0.7624	nan	202.1008	422.0821	69.6049	93.9942	65.4246	41.1481	64.6653	0.7349	645.3711	-38.9574	-6.4242	101.0766	88.7455	0.0960	
17998.7896	17998.7896	0.0000	0.0000	0.2313	0.2907	0.2804	-0.0491	-21.2237	0.0187	0.0193	-5.5631	-2.2303	2.5260	-3.3718	0.3811	2.3454	2.3336	0.0118	0.5015	0.0000	-9.4057	179.9104	220.7509	203.6575	-17.0934	-8.3932	715.0426	625.5745	-89.4681	-14.3017	229.9928	3.7884	665.5236	0.7638	nan	201.4615	435.9095	69.6819	93.9973	65.4991	42.5908	66.0791	0.7561	668.5510	-42.9764	-6.8699	101.0900	92.4682	0.0986	
18002.4936	18002.4936	0.0000	0.0000	0.2386	0.2938	0.2779	-0.0392	-16.4467	0.0195	0.0197	-5.5333	-2.3382	2.3850	-3.2994	0.3723	2.3441	2.3343	0.0099	0.4215	0.0000	-17.4233	181.1701	222.9589	204.2599	-18.6990	-9.1545	708.6587	631.4227	-77.2359	-12.2320	230.6631	3.8115	671.4482	0.7637	nan	201.9779	449.8818	71.2492	94.0389	67.0019	43.9601	67.4111	0.7614	680.1169	-48.6942	-7.7118	101.1298	83.9453	0.1018	
17995.4921	17995.4921	0.0000	0.0000	0.2440	0.3026	0.2761	-0.0321	-13.1447	0.0187	0.0191	-5.4862	-2.2809	2.4439	-3.3954	0.4085	2.3483	2.3327	0.0156	0.6644	0.0000	-12.6470	180.1863	221.2995	204.1053	-17.1942	-8.4242	704.3421	640.8614	-63.4807	-9.9055	230.6978	3.8640	681.4493	0.7645	nan	202.1913	459.8143	71.7493	94.0439	67.4759	45.4015	68.7681	0.7719	686.0598	-45.1984	-7.0528	100.9466	82.5734	0.1039	
18003.5076	18003.5076	0.0000	0.0000	0.2512	0.3012	0.2899	-0.0387	-15.4029	0.0186	0.0193	-5.5136	-2.1483	2.6124	-3.3025	0.4131	2.3574	2.3411	0.0163	0.6902	0.0000	-11.9982	180.5930	221.7805	202.7705	-19.0099	-9.3751	746.5051	649.3055	-97.1996	-14.9698	230.0239	3.9233	690.6636	0.7653	nan	201.5531	473.5574	72.9337	94.0118	68.5662	46.7787	70.0958	0.7842	694.9088	-45.6033	-7.0234	100.6040	76.0045	0.1066	
17999.5259	17999.5259	0.0000	0.0000	0.2562	0.3087	0.2821	-0.0259	-10.1042	0.0190	0.0183	-5.7282	-2.3174	2.4866	-3.4499	0.3885	2.3590	2.3593	-0.0003	-0.0126	0.0000	-17.3985	179.2839	220.7645	202.5063	-18.2582	-9.0161	731.1537	655.1277	-76.0260	-11.6048	229.9502	3.9584	696.9062	0.7656	nan	200.9794	482.9709	73.7223	94.0052	69.3028	48.0715	71.4209	0.7918	705.8340	-50.7063	-7.7399	100.7597	71.8025	0.1086	
18001.6285	18001.6285	0.0000	0.0000	0.2598	0.3105	0.2978	-0.0380	-14.6441	0.0194	0.0194	-5.6746	-2.2021	2.5888	-3.3041	0.3943	2.3566	2.3545	0.0021	0.0893	0.0000	-16.5018	181.4131	223.1636	203.1477	-20.0159	-9.8529	758.9352	660.1480	-98.7872	-14.9644	230.6639	3.9760	702.1160	0.7656	nan	201.5211	489.7556	74.1886	94.0226	69.7541	49.3623	72.6918	0.7961	713.9869	-53.8389	-8.1556	100.8072	69.7648	0.1102	
17999.8195	17999.8195	0.0000	0.0000	0.2680	0.3154	0.3009	-0.0329	-12.2864	0.0187	0.0189	-5.7461	-2.1436	2.6963	-3.4224	0.4130	2.3628	2.3581	0.0047	0.1994	0.0000	-9.9599	182.7514	224.1908	202.8267	-21.3641	-10.5332	771.6466	670.5533	-101.0933	-15.0761	230.7615	4.0344	713.3608	0.7662	nan	201.7408	505.1629	75.3353	93.9992	70.8146	50.5469	73.8823	0.8078	720.5418	-49.9884	-7.4548	100.5383	63.7870	0.1134	
17997.3516	17997.3516	0.0000	0.0000	0.2725	0.3243	0.2984	-0.0259	-9.5157	0.0190	0.0174	-5.5427	-2.1356	2.6031	-3.4925	0.4242	2.3821	2.3648	0.0172	0.7223	0.0000	-12.0726	178.0892	218.7827	201.6125	-17.1701	-8.5164	734.3075	690.6600	-43.6475	-6.3197	230.2721	4.1597	735.3818	0.7677	nan	201.1896	513.4889	74.3482	93.9186	69.8267	51.6878	75.1078	0.8303	734.8155	-44.1555	-6.3932	100.2103	73.4779	0.1144	
