WindyBPMp50_OrcaH34_Dyno_Speed_Torque__230Vac_40C_Yongchang_B3Y02_20250414_095454
Report created on: 2025/04/14: 11:29:44


Step N. = 	0
Target Speed = 	381

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
497.3008	506.0000	8.6992	1.7192	2.9985	3.3983	3.3509	-0.3524	-11.7535	0.1476	0.1473	13.8642	3.6615	3.7827	-2.7923	4.4901	3.6889	3.7161	-0.0272	-0.7360	0.0000	22.8552	56.5472	74.7964	74.2890	-0.5074	-0.6830	446.5442	443.0975	-3.4467	-0.7779	230.3545	2.9450	507.3575	0.7479	nan	204.3462	158.8851	35.8589	87.3340	31.3168	54.8060	71.2704	0.9335	451.1700	-8.0725	-1.8218	36.3544	32.7089	0.8128	
509.3678	506.5556	-2.8122	-0.5552	2.8986	3.4582	3.4840	-0.5855	-20.1992	0.1502	0.1494	13.2531	3.4349	3.8532	-2.4762	4.4832	3.5735	3.6345	-0.0611	-1.7087	0.0000	23.4153	56.9728	75.4578	74.2713	-1.1865	-1.5975	449.4594	433.0133	-16.4460	-3.7980	230.5109	2.8735	492.9100	0.7442	nan	205.4202	153.7579	35.5097	87.8481	31.1945	66.1730	76.2443	0.9419	448.1399	-15.1266	-3.4933	36.1558	33.5940	0.8111	
508.1484	506.4000	-1.7484	-0.3453	2.8001	3.5159	3.3699	-0.5698	-20.3498	0.1495	0.1504	11.0957	2.9820	3.7229	-2.3747	4.4730	3.4700	3.5061	-0.0361	-1.0407	0.0000	22.5848	57.6403	75.8598	74.0402	-1.8196	-2.4576	423.3534	422.4040	-0.9494	-0.2248	230.5638	2.8045	479.3270	0.7413	nan	206.2317	148.4896	35.1538	88.1243	30.9791	76.7137	78.4389	0.9492	434.2511	-11.8471	-2.8047	35.9014	33.8344	0.8069	
507.7832	506.1111	-1.6721	-0.3304	2.6994	3.5511	3.4388	-0.7393	-27.3874	0.1493	0.1511	10.1507	2.6580	3.8188	-2.2204	4.3220	3.3738	3.4210	-0.0472	-1.3997	0.0000	19.6235	58.4768	75.5779	73.4759	-2.1020	-2.8608	413.1105	410.1267	-2.9838	-0.7275	230.4967	2.7281	464.5067	0.7387	nan	206.6459	143.0701	34.8848	88.2929	30.8008	85.5505	79.7176	0.9552	422.1718	-12.0452	-2.9369	35.5564	33.4183	0.8001	
504.4279	506.6667	2.2388	0.4419	2.6006	3.5433	3.3880	-0.7874	-30.2800	0.1490	0.1504	9.2015	2.4448	3.7666	-2.2710	4.1416	3.2771	3.3222	-0.0450	-1.3743	0.0000	17.5274	58.4373	74.7477	72.6161	-2.1316	-2.9355	394.5477	395.7400	1.1923	0.3013	230.3523	2.6396	447.6711	0.7362	nan	206.8768	137.9803	34.8668	88.3997	30.8221	92.7875	80.6192	0.9601	407.7679	-12.0279	-3.0393	35.1011	32.1469	0.7935	
503.9901	506.7500	2.7599	0.5446	2.5002	3.4871	3.5257	-1.0255	-41.0141	0.1500	0.1493	9.8209	2.4965	3.9356	-2.2435	3.9400	3.1807	3.2263	-0.0456	-1.4344	0.0000	16.1382	57.0207	72.5876	71.5517	-1.0359	-1.4477	397.0364	380.1475	-16.8889	-4.4427	230.2100	2.5429	429.6150	0.7339	nan	207.0837	132.6802	34.9025	88.4856	30.8837	98.6562	81.3349	0.9644	392.6018	-12.4543	-3.2762	34.5521	30.9947	0.7861	
515.5921	508.5556	-7.0365	-1.3836	2.4017	3.3345	3.4135	-1.0118	-42.1291	0.1486	0.1475	9.0770	2.3723	3.8272	-1.9193	3.9394	3.0785	3.1230	-0.0446	-1.4483	0.0000	16.5513	55.3470	70.7637	70.2501	-0.5136	-0.7311	376.7143	362.5078	-14.2065	-3.9190	230.1947	2.4361	409.6111	0.7304	nan	207.4277	127.9026	35.2828	88.5005	31.2254	103.4774	81.9459	0.9678	375.8956	-13.3878	-3.6931	33.8673	28.7821	0.7802	
508.1740	507.0000	-1.1740	-0.2316	2.2996	3.2583	3.1734	-0.8738	-37.9989	0.1451	0.1451	7.8006	2.1507	3.6259	-1.9659	3.8588	2.9719	3.0357	-0.0638	-2.1459	0.0000	15.7981	55.2632	70.4015	68.7357	-1.6658	-2.4235	351.6047	343.5178	-8.0869	-2.3541	230.3729	2.3180	388.0922	0.7268	nan	208.0453	122.0901	35.5412	88.5145	31.4591	107.1387	82.4199	0.9709	356.4506	-12.9328	-3.7648	33.0388	27.4592	0.7738	
508.2768	506.6250	-1.6518	-0.3260	2.2000	3.1063	3.1239	-0.9239	-41.9936	0.1421	0.1419	6.9776	1.8976	3.6787	-1.9299	3.6064	2.8621	2.9028	-0.0406	-1.4193	0.0000	13.3123	54.2475	68.4113	67.0479	-1.3635	-2.0336	337.1277	323.6363	-13.4915	-4.1687	230.5956	2.1941	365.7113	0.7228	nan	208.7691	116.7180	36.0646	88.4950	31.9154	109.8535	82.7626	0.9737	333.0622	-9.4259	-2.9125	32.1158	25.5315	0.7687	
