Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7419	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5300	0.0000	1.3200	26.6893	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4709	0.0000	0.0130	0.0109	0.0000	0.3110	-0.0400	230.5250	0.0000	1.3200	26.6942	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.8130	0.0000	0.0130	0.0109	0.0000	0.3110	-0.0400	230.5250	0.0000	1.3200	26.6942	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.5719	0.0000	17.6974	1.6071	0.0053	42.2959	34.2902
2.2046	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5200	0.0000	1.3200	26.7063	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6058	0.0000	17.6935	1.6071	0.0055	42.2949	34.2902
2.4350	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5200	0.0000	1.3200	26.7063	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6058	0.0000	17.6935	1.6071	0.0055	42.2949	34.2902
2.9356	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5200	0.0000	1.3200	26.6781	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6193	0.0000	17.6904	1.6071	0.0053	42.2938	34.2902
3.0564	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5200	0.0000	1.3200	26.6781	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6193	0.0000	17.6904	1.6071	0.0053	42.2938	34.2902
3.6771	0.0000	0.0130	0.0109	0.0000	0.3110	-0.0400	230.5250	0.0000	1.3300	26.6611	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6437	0.0000	17.6873	1.6071	0.0059	42.2938	34.2902
3.6776	0.0000	0.0130	0.0109	0.0000	0.3110	-0.0400	230.5250	0.0000	1.3300	26.6611	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6437	0.0000	17.6873	1.6071	0.0059	42.2938	34.2902
4.2990	0.0000	0.0130	0.0108	0.0000	0.3110	-0.0400	230.5320	0.0000	1.3300	26.6928	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.5726	0.3314	-1.5981	0.1696	0.0000	0.0000	320.6464	0.0000	17.6847	1.6071	0.0054	42.2928	34.2902
