Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7540	0.0000	0.0140	0.0108	0.0000	0.3100	-0.0400	230.9180	0.0000	1.3200	25.8001	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4904	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.9100	0.0000	1.3100	25.7910	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2375	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.9050	0.0000	1.3100	25.8225	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.2571	0.0000	0.0140	0.0108	0.0000	0.3100	-0.0400	230.8920	0.0000	1.3100	25.8181	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9991	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.8780	0.0000	1.3000	25.8085	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.4886	0.0000	0.0140	0.0108	0.0000	0.3100	-0.0400	230.8700	0.0000	1.3100	25.8057	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	320.9996	0.0000	31.2293	1.3401	0.0052	40.8930	60.3495
4.7436	0.0000	0.0140	0.0108	0.0000	0.3100	-0.0400	230.8700	0.0000	1.3100	25.8057	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	320.9996	0.0000	31.2293	1.3401	0.0052	40.8930	60.3495
5.1106	0.0000	0.0140	0.0108	0.0000	0.3100	-0.0400	230.8700	0.0000	1.3100	25.8057	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	321.0105	0.0000	31.2291	1.3401	0.0059	40.8930	60.3495
5.4789	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.8520	0.0000	1.3000	25.7884	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	320.9563	0.0000	31.2288	1.3401	0.0052	40.8926	60.3495
5.7318	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.8520	0.0000	1.3000	25.7884	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	320.9563	0.0000	31.2288	1.3401	0.0052	40.8926	60.3495
6.2238	0.0000	0.0140	0.0108	0.0000	0.3090	-0.0400	230.8430	0.0000	1.3000	25.8055	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0531	-1.3369	0.0927	-1.3391	0.0513	0.0000	0.0000	321.0240	0.0000	31.2286	1.3401	0.0053	40.8926	60.3495
