Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7266	0.0000	-0.0000	0.0109	0.0000	0.3110	-0.0400	230.9100	0.0000	1.3500	43.4542	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4549	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.8720	0.0000	1.3300	43.4166	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.1801	0.0000	-0.0000	0.0109	0.0000	0.3110	-0.0400	230.8500	0.0000	1.3200	43.4010	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9321	0.0000	-0.0000	0.0109	0.0000	0.3110	-0.0400	230.7960	0.0000	1.3000	43.4008	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6574	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.7660	0.0000	1.3100	43.3642	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.1400	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.7350	0.0000	1.3000	43.3255	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0533	-1.6625	0.3902	-1.6966	0.1947	0.0000	0.0000	321.4758	0.0000	30.4584	1.7077	0.0052	66.1233	43.7214
4.3935	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.7350	0.0000	1.3000	43.3255	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0533	-1.6625	0.3902	-1.6966	0.1947	0.0000	0.0000	321.4758	0.0000	30.4584	1.7077	0.0052	66.1233	43.7214
4.7617	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.7350	0.0000	1.3000	43.3255	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0533	-1.6625	0.3902	-1.6966	0.1947	0.0000	0.0000	321.4663	0.0000	30.4205	1.7077	0.0054	66.0956	43.7214
5.1347	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.6770	0.0000	1.2900	43.2968	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0533	-1.6625	0.3902	-1.6966	0.1947	0.0000	0.0000	321.3744	0.0000	30.3843	1.7077	0.0052	66.0956	43.7214
5.3836	0.0000	-0.0000	0.0109	0.0000	0.3100	-0.0400	230.6770	0.0000	1.2900	43.2968	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0533	-1.6625	0.3902	-1.6966	0.1947	0.0000	0.0000	321.3744	0.0000	30.3843	1.7077	0.0052	66.0956	43.7214
