Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7450	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.9020	0.0000	1.3100	56.9100	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4801	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.8760	0.0000	1.3200	56.8946	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2220	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.8610	0.0000	1.3100	56.8522	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9614	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.8300	0.0000	1.3000	56.8034	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6983	0.0000	-0.0140	0.0109	0.0000	0.3090	-0.0400	230.8140	0.0000	1.2900	56.7733	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2538	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7750	0.0000	1.2800	56.7032	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5881	0.0000	48.2273	1.0055	0.0051	70.6264	66.7090
4.4305	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7750	0.0000	1.2800	56.7032	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5881	0.0000	48.2273	1.0055	0.0051	70.6264	66.7090
4.8744	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7530	0.0000	1.2800	56.6613	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5583	0.0000	48.1858	1.0055	0.0054	70.5903	66.7090
5.1643	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7530	0.0000	1.2800	56.6613	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5583	0.0000	48.1858	1.0055	0.0054	70.5903	66.7090
5.4961	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7530	0.0000	1.2800	56.6613	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5420	0.0000	48.1476	1.0055	0.0050	70.5543	66.7090
5.8991	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7060	0.0000	1.2800	56.6382	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5164	0.0000	48.1123	1.0055	0.0053	70.5543	66.7090
6.1174	0.0000	-0.0140	0.0109	0.0000	0.3100	-0.0400	230.7060	0.0000	1.2800	56.6382	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7992	-0.6101	-0.9218	-0.4017	0.0000	0.0000	321.5164	0.0000	48.1123	1.0055	0.0053	70.5543	66.7090
