Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7324	0.0000	0.0000	0.0108	0.0000	0.3110	-0.0400	230.9470	0.0000	1.3400	46.8699	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4709	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9450	0.0000	1.3400	46.8676	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2114	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9440	0.0000	1.3400	46.8470	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9554	0.0000	-0.0040	0.0109	0.0000	0.3110	-0.0400	230.9440	0.0000	1.3400	46.8598	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6847	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9430	0.0000	1.3400	46.8468	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2783	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9420	0.0000	1.3300	46.8470	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.4190	0.2965	-1.4409	0.1592	0.0000	0.0000	321.5597	0.0000	35.7018	1.4496	0.0054	46.5436	57.0749
4.4091	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9420	0.0000	1.3300	46.8470	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.4190	0.2965	-1.4409	0.1592	0.0000	0.0000	321.5597	0.0000	35.7018	1.4496	0.0054	46.5436	57.0749
4.8996	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9420	0.0000	1.3400	46.8354	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.4190	0.2965	-1.4409	0.1592	0.0000	0.0000	321.4839	0.0000	35.6613	1.4496	0.0052	46.5436	57.0749
5.1480	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9420	0.0000	1.3400	46.8354	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.4190	0.2965	-1.4409	0.1592	0.0000	0.0000	321.4839	0.0000	35.6613	1.4496	0.0052	46.5436	57.0749
5.5209	0.0000	0.0000	0.0109	0.0000	0.3110	-0.0400	230.9420	0.0000	1.3400	46.8202	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0532	-1.4190	0.2965	-1.4409	0.1592	0.0000	0.0000	321.4907	0.0000	35.6236	1.4496	0.0062	46.5400	57.0749
