Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7338	0.0000	-0.0450	0.0209	0.0000	1.0870	0.0000	230.0190	0.0458	3.0800	85.0130	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4697	0.0000	-0.0450	0.0000	0.0000	0.0000	-0.0100	230.0150	0.0000	2.3700	84.8486	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.7676	0.0000	-0.0450	0.0000	0.0000	0.0000	-0.0100	230.0150	0.0000	2.3700	84.8486	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6559	0.0000	83.7316	0.9700	0.0058	40.0000	83.7316
2.2111	0.0000	-0.0460	0.0000	0.0000	0.0000	-0.0100	230.0090	0.0000	2.3700	84.7077	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6302	0.0000	83.7316	0.9700	0.0056	40.0000	83.7316
2.3732	0.0000	-0.0460	0.0000	0.0000	0.0000	-0.0100	230.0090	0.0000	2.3700	84.7077	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6302	0.0000	83.7316	0.9700	0.0056	40.0000	83.7316
2.9413	0.0000	-0.0450	0.0000	0.0000	0.0000	-0.0100	230.0060	0.0000	2.3700	84.5636	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.5734	0.0000	83.7316	0.9700	0.0057	40.0000	83.7316
2.9939	0.0000	-0.0450	0.0000	0.0000	0.0000	-0.0100	230.0060	0.0000	2.3700	84.5636	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.5734	0.0000	83.7316	0.9700	0.0057	40.0000	83.7316
3.6145	0.0000	-0.0440	0.0000	0.0000	0.0000	-0.0100	230.0040	0.0000	2.3800	84.4331	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6139	0.0000	83.7316	0.9700	0.0057	40.0000	83.7316
3.6823	0.0000	-0.0440	0.0000	0.0000	0.0000	-0.0100	230.0040	0.0000	2.3800	84.4331	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6139	0.0000	83.7316	0.9700	0.0057	40.0000	83.7316
4.2363	0.0000	-0.0450	0.0000	0.0000	0.0000	-0.0100	230.0040	0.0000	2.3700	84.2826	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.7538	-0.6104	-0.8795	-0.4090	0.0000	0.0000	319.6585	0.0000	83.7316	0.9700	0.0059	40.0000	83.7316
