Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	motor_temperature_2	motor_temperature_3	temperature_tamb	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	Mcl_Quantities.Stator_Resistance	My_Measured_Temp	SR_Motor_Fault	BD_Select_Method	BD_Manual_Method	BD_Level_x32	BD_Level_Rate_x32	BD_Param_x32	BD_Param_Rate_x32	BD_Reset	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.5291	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7170	0.0000	1.2900	0.0000	0.0000	0.0000	0.0000	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.0594	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7180	0.0000	1.2900	32.4743	32.2663	32.6221	25.8293	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.5765	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7200	0.0000	1.2900	32.4703	32.2526	32.6148	25.8685	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.1796	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7260	0.0000	1.2800	32.4718	32.2751	32.6188	25.8790	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7289	0.0000	48.0172	0.0080	0.0054	38.0955	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
2.3206	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7260	0.0000	1.2800	32.4718	32.2751	32.6188	25.8790	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7289	0.0000	48.0172	0.0080	0.0054	38.0955	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
2.8478	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7310	0.0000	1.2900	32.4718	32.2751	32.6188	25.8790	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7317	0.0000	48.0155	0.0080	0.0052	38.0929	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
2.8504	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7310	0.0000	1.2900	32.4718	32.2751	32.6188	25.8790	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7317	0.0000	48.0155	0.0080	0.0052	38.0929	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
3.3760	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7360	0.0000	1.2900	32.4707	32.2627	32.6259	25.9274	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7154	0.0000	48.0139	0.0080	0.0052	38.0903	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
3.5153	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7360	0.0000	1.2900	32.4707	32.2627	32.6259	25.9274	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7154	0.0000	48.0139	0.0080	0.0052	38.0903	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
3.8986	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7380	0.0000	1.2800	32.4707	32.2627	32.6259	25.9274	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7317	0.0000	48.0123	0.0080	0.0053	38.0903	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
4.1673	0.0000	-0.0000	0.0057	0.0000	0.0000	-0.0100	230.7400	0.0000	1.2900	32.4687	32.2506	32.6153	25.9812	NOT CONNECTED	0.0000	365.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.1347	-0.0060	-0.0054	-0.0060	-0.0053	0.0000	0.0000	320.7317	0.0000	48.0123	0.0080	0.0053	38.0903	3.1436	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
