WindyBPMp40_OrcaH24__YC105__Dyno_Low_Speed_Torque__230Vac_40C_20250210_143627
Report created on: 2025/02/10: 16:07:10


Step N. = 	0
Target Speed = 	400

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
401.1129	399.6667	-1.4463	-0.3619	2.2020	2.7048	2.7718	-0.5698	-25.8744	0.1204	0.1191	13.7383	3.5645	3.8604	-1.3479	5.0286	3.6486	3.6580	-0.0094	-0.2569	0.0000	21.4585	41.9317	57.7344	57.3379	-0.3965	-0.6916	356.9319	348.2567	-8.6752	-2.4910	230.3542	2.9745	405.1267	0.5913	nan	208.8962	92.1603	26.4641	85.9619	22.7489	50.6072	59.8685	0.9611	348.9104	-0.6538	-0.1877	27.4480	26.9886	0.6035	
405.7185	397.1111	-8.6074	-2.1675	2.0983	2.5779	2.4957	-0.3973	-18.9351	0.1148	0.1158	11.4054	3.1625	3.6063	-1.3429	4.8106	3.4701	3.5468	-0.0767	-2.2109	0.0000	22.1459	41.4064	57.5245	57.0768	-0.4477	-0.7844	328.8043	331.4511	2.6468	0.7985	230.3587	2.8745	383.4300	0.5791	nan	209.9426	87.2600	26.3269	86.4435	22.7579	62.1527	76.0393	0.9662	342.4534	-11.0023	-3.3194	27.1868	28.2194	0.6047	
407.0496	400.2222	-6.8274	-1.7059	1.9993	2.4522	2.4164	-0.4171	-20.8608	0.1123	0.1127	10.6257	2.9691	3.5757	-1.3020	4.4509	3.3047	3.3759	-0.0713	-2.1562	0.0000	19.7440	42.1691	57.0342	56.4300	-0.6042	-1.0706	314.2499	313.4689	-0.7810	-0.2491	230.3709	2.7508	361.6156	0.5706	nan	211.0444	83.7944	26.7316	86.6856	23.1725	72.5913	86.9562	0.9705	323.0192	-9.5503	-3.0467	26.7384	26.6368	0.6050	
398.1418	400.1111	1.9693	0.4922	1.8994	2.4093	2.3478	-0.4483	-23.6029	0.1094	0.1111	9.1816	2.5679	3.5755	-1.3026	4.3673	3.1518	3.2155	-0.0637	-2.0198	0.0000	19.6895	41.4917	56.2511	55.3536	-0.8975	-1.6214	298.4183	294.3878	-4.0305	-1.3691	230.4003	2.6124	339.2200	0.5636	nan	212.0033	79.5859	27.0347	86.7837	23.4617	80.9763	93.5586	0.9742	303.9862	-9.5984	-3.2605	26.1098	24.8701	0.6026	
403.2391	399.4286	-3.8106	-0.9540	1.7997	2.3019	2.3039	-0.5042	-28.0175	0.1089	0.1086	8.8993	2.5248	3.5229	-1.2812	4.0906	3.0090	3.0692	-0.0602	-2.0008	0.0000	17.3744	41.8040	55.4531	54.0183	-1.4348	-2.6562	287.0606	275.2357	-11.8248	-4.2963	230.4190	2.4693	317.0843	0.5573	nan	212.9335	75.2786	27.3507	86.8020	23.7409	87.6622	97.1180	0.9776	286.5359	-11.3001	-4.1056	25.3687	23.0400	0.5981	
410.2772	399.3333	-10.9439	-2.7405	1.6999	2.1787	2.1679	-0.4680	-27.5299	0.1054	0.1057	7.4033	2.1602	3.4274	-1.3410	3.9196	2.8709	2.9285	-0.0575	-2.0043	0.0000	16.2164	40.4544	53.3816	52.4544	-0.9272	-1.7676	260.6645	255.8289	-4.8356	-1.8902	230.4537	2.3224	294.9744	0.5511	nan	213.7948	71.0861	27.7867	86.7292	24.0992	92.6699	98.4604	0.9808	265.2937	-9.4648	-3.6997	24.5350	21.0974	0.5921	
404.4800	400.2222	-4.2578	-1.0639	1.5996	2.1079	2.0795	-0.4799	-30.0043	0.1034	0.1039	6.4510	1.9337	3.3363	-1.3927	3.6296	2.7379	2.7774	-0.0395	-1.4431	0.0000	13.7431	39.8020	51.5766	50.7228	-0.8538	-1.6833	239.0434	236.6311	-2.4122	-1.0194	230.5166	2.1734	273.2256	0.5454	nan	214.7821	67.0392	28.3308	86.6065	24.5363	96.6497	98.2354	0.9838	245.6011	-8.9700	-3.7907	23.6160	18.8884	0.5842	
398.4931	398.2222	-0.2709	-0.0680	1.4990	2.0370	2.0367	-0.5377	-35.8693	0.1017	0.1017	5.8078	1.7387	3.3413	-1.3408	3.4826	2.6041	2.6415	-0.0375	-1.4387	0.0000	12.4170	38.9724	50.1126	48.8072	-1.3054	-2.6745	227.7704	217.1567	-10.6137	-4.8876	230.5599	2.0205	251.3033	0.5395	nan	215.7171	62.5109	28.7862	86.4122	24.8747	99.1712	96.9429	0.9865	225.3349	-8.1783	-3.7661	22.6256	17.2396	0.5756	
404.0245	399.7778	-4.2467	-1.0623	1.4000	1.8982	1.9232	-0.5232	-37.3742	0.0991	0.0987	4.8671	1.4962	3.2445	-1.2945	3.2734	2.4662	2.5184	-0.0522	-2.1177	0.0000	10.8627	37.4604	47.7759	46.7106	-1.0654	-2.2808	206.9268	197.3056	-9.6213	-4.8763	230.5371	1.8625	228.9989	0.5333	nan	216.5404	58.6105	29.7055	86.1601	25.5943	100.7183	94.8935	0.9889	204.9501	-7.6445	-3.8745	21.5714	14.8644	0.5677	
405.0455	400.2500	-4.7955	-1.1981	1.2997	1.7509	1.7481	-0.4483	-34.4949	0.0950	0.0950	3.6183	1.1831	3.0632	-1.3022	3.0253	2.3206	2.3377	-0.0171	-0.7389	0.0000	9.1295	35.7031	45.1356	44.4175	-0.7181	-1.6166	180.2336	176.9538	-3.2798	-1.8535	230.4584	1.7005	206.1300	0.5260	nan	217.4648	54.4778	30.7865	85.8457	26.4289	101.4032	92.1895	0.9912	180.2696	-3.3159	-1.8739	20.4251	12.6041	0.5601	
401.3162	398.0000	-3.3162	-0.8332	1.1998	1.6544	1.6302	-0.4304	-35.8720	0.0922	0.0929	2.8724	0.9745	2.9411	-1.2814	2.8559	2.1688	2.2380	-0.0692	-3.1899	0.0000	7.7597	34.2716	43.0431	41.9892	-1.0538	-2.5098	162.6994	156.6667	-6.0327	-3.8507	230.4256	1.5345	183.4867	0.5189	nan	218.0174	50.0049	31.9180	85.3831	27.2526	101.2879	89.2360	0.9932	164.0886	-7.4220	-4.7374	19.2597	10.7248	0.5532	
