WindyBPMp50_AtlasH32_Dyno_Speed_Torque__230Vac_40C_20241119_163030
Report created on: 2024/11/19: 16:55:42


Step N. = 	0
Target Speed = 	349

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
349.4062	349.7778	0.3716	0.1062	3.1009	3.4916	3.4950	-0.3941	-12.7108	0.1426	0.1424	16.0315	3.9262	4.0842	-1.8065	5.3113	3.9887	4.0233	-0.0346	-0.8671	0.0000	14.3166	34.6345	45.9100	45.2786	-0.6314	-1.3945	296.5267	289.4789	-7.0479	-2.4347	230.4456	2.0835	347.4922	0.7237	nan	207.6236	113.5814	39.2366	83.3051	32.6860	42.0279	44.9697	0.9254	300.1657	-10.6868	-3.6917	21.8080	6.5604	0.7774	
354.5967	349.5714	-5.0253	-1.4375	3.0009	3.3870	3.4001	-0.3992	-13.3041	0.1403	0.1402	15.3093	3.8004	4.0321	-1.8089	5.2485	3.8613	3.9192	-0.0579	-1.4990	0.0000	14.3402	34.9908	46.3334	44.6901	-1.6432	-3.6769	293.6887	277.7729	-15.9158	-5.7298	230.5787	2.0043	332.3371	0.7191	nan	208.6485	109.8525	39.5476	83.5816	33.0545	44.8659	47.9617	0.9293	292.7944	-15.0215	-5.4079	21.4189	7.5277	0.7772	
355.3075	349.7778	-5.5297	-1.5809	2.8989	3.3046	3.3151	-0.4162	-14.3584	0.1390	0.1385	14.2751	3.5941	3.9730	-1.8028	5.0627	3.7332	3.7962	-0.0630	-1.6866	0.0000	13.3664	34.3983	45.2060	44.0058	-1.2002	-2.7274	277.1221	265.5356	-11.5865	-4.3635	230.6788	1.9225	317.1444	0.7151	nan	209.3397	106.1827	39.9881	83.7270	33.4808	47.5315	49.2009	0.9332	279.4923	-13.9567	-5.2561	21.0212	7.9354	0.7765	
354.5818	349.6667	-4.9152	-1.4057	2.7993	3.2279	3.2325	-0.4332	-15.4744	0.1366	0.1373	12.9637	3.2914	3.9400	-1.6292	4.9073	3.6075	3.6666	-0.0591	-1.6379	0.0000	12.3895	34.7906	45.2454	43.2481	-1.9973	-4.6182	266.9249	253.1578	-13.7672	-5.4382	230.7408	1.8405	302.1144	0.7114	nan	209.9648	102.5032	40.4900	83.7953	33.9287	50.1078	49.9215	0.9368	266.1649	-13.0072	-5.1380	20.5978	7.9216	0.7760	
351.7325	348.3333	-3.3991	-0.9758	2.7002	3.1522	3.1380	-0.4378	-16.2132	0.1353	0.1358	12.2608	3.1791	3.8578	-1.5571	4.7601	3.4814	3.5501	-0.0687	-1.9733	0.0000	12.0662	33.6991	43.8415	42.4417	-1.3998	-3.2983	252.6174	240.5911	-12.0263	-4.9986	230.7728	1.7576	287.0767	0.7078	nan	210.4771	98.4970	40.9395	83.8072	34.3103	52.4644	50.3952	0.9401	253.1181	-12.5270	-5.2068	20.1645	8.0193	0.7756	
346.4094	348.7500	2.3406	0.6712	2.6008	3.0900	3.0654	-0.4647	-17.8666	0.1338	0.1343	11.0764	2.8967	3.8231	-1.5600	4.5681	3.3537	3.4177	-0.0640	-1.9073	0.0000	10.9291	33.3838	43.0240	41.5767	-1.4472	-3.4808	238.9406	227.7750	-11.1656	-4.9020	230.7602	1.6733	271.8325	0.7040	nan	210.8989	94.9820	41.7000	83.7924	34.9414	54.5891	50.7358	0.9431	239.0664	-11.2914	-4.9573	19.7141	7.4108	0.7755	
355.7258	347.6667	-8.0592	-2.3181	2.4994	2.9043	2.9088	-0.4094	-16.3789	0.1315	0.1315	10.2429	2.7874	3.6738	-1.3710	4.4052	3.2279	3.2965	-0.0686	-2.1264	0.0000	10.7348	32.3130	41.7108	40.6943	-1.0164	-2.4977	223.1050	215.1489	-7.9561	-3.6979	230.6873	1.5905	256.9067	0.7002	nan	211.2990	90.9985	42.2956	83.7459	35.4209	56.3017	50.9971	0.9456	225.1789	-10.0300	-4.6619	19.2591	7.2848	0.7743	
353.9273	350.0000	-3.9273	-1.1221	2.3990	2.8026	2.7852	-0.3862	-16.0987	0.1296	0.1295	9.4228	2.6370	3.5738	-1.3881	4.2466	3.1011	3.1667	-0.0657	-2.1174	0.0000	10.1739	31.7290	40.8116	39.7730	-1.0386	-2.6114	210.4374	202.5087	-7.9287	-3.9152	230.5587	1.5077	242.0513	0.6963	nan	211.6001	87.9281	43.4195	83.6636	36.3263	57.8188	51.1977	0.9479	212.7633	-10.2545	-5.0638	18.7963	6.1311	0.7736	
348.1500	349.2222	1.0722	0.3070	2.2993	2.7127	2.7114	-0.4121	-17.9211	0.1278	0.1279	8.5546	2.4148	3.5381	-1.3023	4.0657	2.9725	3.0347	-0.0622	-2.0935	0.0000	9.2651	31.3576	40.0508	38.8173	-1.2335	-3.1777	199.9720	189.8389	-10.1331	-5.3377	230.4127	1.4244	227.1733	0.6922	nan	211.8812	84.0878	44.2943	83.5657	37.0148	59.1432	51.3171	0.9499	198.8168	-8.9779	-4.7292	18.3203	5.6372	0.7735	
351.3407	349.2222	-2.1185	-0.6066	2.1991	2.5633	2.5642	-0.3651	-16.6024	0.1253	0.1255	7.5981	2.2280	3.4094	-1.1926	3.9094	2.8446	2.9055	-0.0609	-2.1410	0.0000	8.5854	30.6755	39.0189	37.8458	-1.1731	-3.0998	185.6331	177.4844	-8.1486	-4.5912	230.4011	1.3424	212.7511	0.6879	nan	212.2384	80.4226	45.3124	83.4235	37.8012	60.1799	51.3983	0.9518	186.1664	-8.6820	-4.8917	17.8317	5.0435	0.7731	
