Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.1669	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0916	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
0.7391	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0180	0.0000	2.3800	68.2107	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0700	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
0.7888	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0180	0.0000	2.3800	68.2107	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0700	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
1.4093	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0250	0.0000	2.3700	68.0295	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0903	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
1.4787	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0250	0.0000	2.3700	68.0295	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0903	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
2.0310	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0350	0.0000	2.4600	67.8330	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0565	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
2.2500	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0350	0.0000	2.4600	67.8330	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0565	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
2.6523	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0370	0.0000	2.3800	67.6435	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0808	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
2.9798	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0370	0.0000	2.3800	67.6435	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0429	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
3.2737	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0370	0.0000	2.3800	67.6435	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0429	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
3.7514	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0310	0.0000	2.3800	67.4448	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0064	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
3.8955	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0310	0.0000	2.3800	67.4448	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	321.0064	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
4.4951	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0260	0.0000	2.3800	67.2906	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9604	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
4.5160	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0260	0.0000	2.3800	67.2906	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9604	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
5.1218	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0090	0.0000	2.3800	67.1104	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9563	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
5.2380	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	231.0090	0.0000	2.3800	67.1104	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9563	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
5.7432	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9970	0.0000	2.3700	66.9275	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9698	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
5.9642	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9970	0.0000	2.3700	66.9275	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.9698	0.0000	94.9215	1.6430	0.0055	40.0000	94.9215
6.3642	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9840	0.0000	2.3700	66.7245	NOT CONNECTED	0.0000	450.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.8940	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
6.7043	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9840	0.0000	2.3700	66.7245	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.8454	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
6.9854	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9840	0.0000	2.3700	66.7245	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.8454	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
7.4316	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9510	0.0000	2.3700	66.5985	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.8061	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
7.6070	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9510	0.0000	2.3700	66.5985	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.8061	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
8.1586	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9310	0.0000	2.3700	66.3922	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.7330	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
8.2285	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.9310	0.0000	2.3700	66.3922	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.7330	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
8.8495	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8830	0.0000	2.3700	66.2434	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.7222	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
8.8899	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8830	0.0000	2.3700	66.2434	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.7222	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
9.4705	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8600	0.0000	2.3800	66.0435	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.6315	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
9.6295	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8600	0.0000	2.3800	66.0435	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.6315	0.0000	94.9215	1.6430	0.0058	40.0000	94.9215
10.1074	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8080	0.0000	2.3700	65.8711	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.6180	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
10.3707	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8080	0.0000	2.3700	65.8711	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.6180	0.0000	94.9215	1.6430	0.0056	40.0000	94.9215
10.7130	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.8080	0.0000	2.3700	65.8711	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.5178	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
11.1053	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.7810	0.0000	2.3700	65.7120	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.4866	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
11.3184	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.7810	0.0000	2.3700	65.7120	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.4866	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
11.8376	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.7240	0.0000	2.3700	65.5693	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.3947	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
11.9400	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	230.7240	0.0000	2.3700	65.5693	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0536	-1.6326	0.1847	-1.6403	0.0937	0.0000	0.0000	320.3947	0.0000	94.9215	1.6430	0.0057	40.0000	94.9215
