Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7369	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.0250	0.0000	2.1500	87.2955	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4722	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.0500	0.0000	2.1500	87.1354	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.8394	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.0500	0.0000	2.1500	87.1354	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.6777	0.0000	85.8783	0.8685	0.0055	40.0000	85.8783
2.2210	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1010	0.0000	2.1500	86.9752	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7075	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
2.4614	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1010	0.0000	2.1500	86.9752	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7075	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
2.9539	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1250	0.0000	2.1500	86.8350	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7034	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
3.0825	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1250	0.0000	2.1500	86.8350	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7034	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
3.7000	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1460	0.0000	2.1400	86.6710	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7698	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
3.7032	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1460	0.0000	2.1400	86.6710	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.7698	0.0000	85.8783	0.8685	0.0054	40.0000	85.8783
4.3247	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0100	180.1870	0.0000	2.1500	86.4843	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.6106	-0.6176	-0.7502	-0.4376	0.0000	0.0000	249.8320	0.0000	85.8783	0.8685	0.0056	40.0000	85.8783
