Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7305	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9710	0.0000	1.3400	51.0624	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4622	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9750	0.0000	1.3400	50.9904	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.1929	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9820	0.0000	1.3300	50.9519	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9327	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9860	0.0000	1.3300	50.9463	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6833	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9910	0.0000	1.3300	50.8904	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2549	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9900	0.0000	1.3300	50.8646	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7161	-0.8282	-1.8734	-0.3484	0.0000	0.0000	321.7383	0.0000	78.0623	1.9055	0.0053	69.8373	0.0000	0.0000	0.0000
4.4284	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9900	0.0000	1.3300	50.8646	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7161	-0.8282	-1.8734	-0.3484	0.0000	0.0000	321.7383	0.0000	78.0623	1.9055	0.0053	69.8373	0.0000	0.0000	0.0000
4.8656	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9890	0.0000	1.3300	50.8180	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7161	-0.8282	-1.8734	-0.3484	0.0000	0.0000	321.7681	0.0000	78.0299	1.9055	0.0054	69.8373	0.0000	0.0000	0.0000
5.1983	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9890	0.0000	1.3300	50.8180	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7161	-0.8282	-1.8734	-0.3484	0.0000	0.0000	321.7803	0.0000	77.9997	1.9055	0.0052	69.8213	0.0000	0.0000	0.0000
5.4853	0.0000	-0.0550	0.0000	0.0000	0.0000	-0.0100	230.9890	0.0000	1.3300	50.8180	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7161	-0.8282	-1.8734	-0.3484	0.0000	0.0000	321.7803	0.0000	77.9997	1.9055	0.0052	69.8213	0.0000	0.0000	0.0000
