Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7386	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	231.0170	0.0170	1.3360	30.4071	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4790	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	231.0150	0.0170	1.3390	30.3827	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2196	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	231.0100	0.0169	1.3350	30.3770	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9591	0.0000	-0.0330	0.0000	0.0000	0.0000	0.0000	231.0060	0.0169	1.3220	30.3735	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6975	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9930	0.0168	1.3170	30.3860	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9160	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9930	0.0168	1.3170	30.3860	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.4055	0.0000	66.6429	2.1629	0.0052	40.2530	0.0000	0.0000	0.0000
4.4328	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9840	0.0167	1.3110	30.3796	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.4258	0.0000	66.6337	2.1629	0.0052	40.2530	0.0000	0.0000	0.0000
4.5289	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9840	0.0167	1.3110	30.3796	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.4258	0.0000	66.6337	2.1629	0.0052	40.2530	0.0000	0.0000	0.0000
5.1343	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9620	0.0167	1.3120	30.3741	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2675	0.0000	66.6249	2.1629	0.0050	40.2498	0.0000	0.0000	0.0000
5.1753	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9620	0.0167	1.3120	30.3741	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2675	0.0000	66.6249	2.1629	0.0050	40.2498	0.0000	0.0000	0.0000
5.7573	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9510	0.0167	1.3020	30.3937	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.4136	0.0000	66.6158	2.1629	0.0053	40.2467	0.0000	0.0000	0.0000
5.9150	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9510	0.0167	1.3020	30.3937	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.4136	0.0000	66.6158	2.1629	0.0053	40.2467	0.0000	0.0000	0.0000
6.3704	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9380	0.0167	1.3080	30.3605	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3838	0.0000	66.6066	2.1629	0.0051	40.2467	0.0000	0.0000	0.0000
6.6741	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9380	0.0167	1.3080	30.3605	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3582	0.0000	66.5978	2.1629	0.0050	40.2435	0.0000	0.0000	0.0000
6.9744	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9380	0.0167	1.3080	30.3605	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3582	0.0000	66.5978	2.1629	0.0050	40.2435	0.0000	0.0000	0.0000
7.3993	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9100	0.0166	1.2920	30.3786	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3162	0.0000	66.5890	2.1629	0.0051	40.2435	0.0000	0.0000	0.0000
7.5990	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.9100	0.0166	1.2920	30.3786	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3162	0.0000	66.5890	2.1629	0.0051	40.2435	0.0000	0.0000	0.0000
8.1354	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0000	230.8950	0.0166	1.2920	30.3653	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2892	0.0000	66.5799	2.1629	0.0052	40.2403	0.0000	0.0000	0.0000
8.2042	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0000	230.8950	0.0166	1.2920	30.3653	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2892	0.0000	66.5799	2.1629	0.0052	40.2403	0.0000	0.0000	0.0000
8.8228	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.8610	0.0166	1.2950	30.3618	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3365	0.0000	66.5712	2.1629	0.0051	40.2371	0.0000	0.0000	0.0000
8.8759	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.8610	0.0166	1.2950	30.3618	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.3365	0.0000	66.5712	2.1629	0.0051	40.2371	0.0000	0.0000	0.0000
9.4444	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0000	230.8440	0.0166	1.2910	30.3733	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2621	0.0000	66.5628	2.1629	0.0051	40.2371	0.0000	0.0000	0.0000
9.6106	0.0000	-0.0410	0.0000	0.0000	0.0000	-0.0000	230.8440	0.0166	1.2910	30.3733	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2621	0.0000	66.5628	2.1629	0.0051	40.2371	0.0000	0.0000	0.0000
10.0642	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.8070	0.0166	1.3000	30.3601	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2432	0.0000	66.5544	2.1629	0.0051	40.2339	0.0000	0.0000	0.0000
10.3447	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.8070	0.0166	1.3000	30.3601	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2432	0.0000	66.5544	2.1629	0.0051	40.2339	0.0000	0.0000	0.0000
10.6984	0.0000	-0.0410	0.0000	0.0000	0.0000	0.0000	230.8070	0.0166	1.3000	30.3601	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0368	-2.1479	0.2546	-2.1608	0.0953	0.0000	0.0000	321.2148	0.0000	66.5460	2.1629	0.0050	40.2339	0.0000	0.0000	0.0000
