Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7292	0.0000	-0.0260	0.0000	0.0000	0.0000	0.0000	230.5970	0.0169	1.3140	31.4702	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4601	0.0000	-0.0250	0.0000	0.0000	0.0000	0.0000	230.6050	0.0234	1.6930	31.4964	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.1976	0.0000	-0.0270	0.0000	0.0000	0.0000	0.0000	230.6270	0.0169	1.3120	31.4772	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9278	0.0000	-0.0230	0.0000	0.0000	0.0000	-0.0000	230.6390	0.0169	1.3050	31.4766	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6680	0.0000	-0.0180	0.0000	0.0000	0.0000	-0.0000	230.6630	0.0169	1.3100	31.5045	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2534	0.0000	-0.0230	0.0000	0.0000	0.0000	0.0000	230.6760	0.0169	1.3050	31.4814	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.8736	-0.8459	-2.0276	-0.3392	0.0000	0.0000	321.0714	0.0000	66.9906	2.0557	0.0051	41.5797	0.0000	0.0000	0.0000
4.4041	0.0000	-0.0230	0.0000	0.0000	0.0000	0.0000	230.6760	0.0169	1.3050	31.4814	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.8736	-0.8459	-2.0276	-0.3392	0.0000	0.0000	321.0714	0.0000	66.9906	2.0557	0.0051	41.5797	0.0000	0.0000	0.0000
4.8785	0.0000	-0.0270	0.0000	0.0000	0.0000	0.0000	230.7040	0.0169	1.3110	31.4940	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.8736	-0.8459	-2.0276	-0.3392	0.0000	0.0000	321.1024	0.0000	66.9733	2.0557	0.0053	41.5761	0.0000	0.0000	0.0000
5.1353	0.0000	-0.0270	0.0000	0.0000	0.0000	0.0000	230.7040	0.0169	1.3110	31.4940	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.8736	-0.8459	-2.0276	-0.3392	0.0000	0.0000	321.1024	0.0000	66.9733	2.0557	0.0053	41.5761	0.0000	0.0000	0.0000
5.4927	0.0000	-0.0270	0.0000	0.0000	0.0000	0.0000	230.7040	0.0169	1.3110	31.4940	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.8736	-0.8459	-2.0276	-0.3392	0.0000	0.0000	321.1768	0.0000	66.9565	2.0557	0.0050	41.5761	0.0000	0.0000	0.0000
