Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7400	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	231.0060	0.0170	1.3400	30.3706	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.5054	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	231.0130	0.0170	1.3410	30.3803	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2359	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	231.0150	0.0170	1.3360	30.3810	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9966	0.0000	-0.0350	0.0000	0.0000	0.0000	0.0000	231.0140	0.0208	1.4800	30.3797	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.7246	0.0000	-0.0350	0.0000	0.0000	0.0000	0.0000	231.0130	0.0170	1.3410	30.3763	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9261	0.0000	-0.0350	0.0000	0.0000	0.0000	0.0000	231.0130	0.0170	1.3410	30.3763	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3960	0.0000	60.1409	0.8157	0.0054	40.1491	0.0000	0.0000	0.0000
4.4962	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	231.0100	0.0169	1.3350	30.3682	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3893	0.0000	60.1287	0.8157	0.0051	40.1459	0.0000	0.0000	0.0000
4.5264	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	231.0100	0.0169	1.3350	30.3682	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3893	0.0000	60.1287	0.8157	0.0051	40.1459	0.0000	0.0000	0.0000
5.1455	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.9990	0.0168	1.3170	30.3291	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.2770	0.0000	60.1169	0.8157	0.0052	40.1459	0.0000	0.0000	0.0000
5.2264	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.9990	0.0168	1.3170	30.3291	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.2770	0.0000	60.1169	0.8157	0.0052	40.1459	0.0000	0.0000	0.0000
5.7593	0.0000	-0.0350	0.0000	0.0000	0.0000	0.0000	230.9920	0.0168	1.3160	30.3546	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.4028	0.0000	60.1048	0.8157	0.0051	40.1428	0.0000	0.0000	0.0000
5.9569	0.0000	-0.0350	0.0000	0.0000	0.0000	0.0000	230.9920	0.0168	1.3160	30.3546	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.4028	0.0000	60.1048	0.8157	0.0051	40.1428	0.0000	0.0000	0.0000
6.3843	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.9740	0.0167	1.3080	30.3535	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3811	0.0000	60.0934	0.8157	0.0052	40.1396	0.0000	0.0000	0.0000
6.6932	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.9740	0.0167	1.3080	30.3535	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3947	0.0000	60.0824	0.8157	0.0052	40.1396	0.0000	0.0000	0.0000
7.0004	0.0000	-0.0350	0.0000	0.0000	0.0000	-0.0000	230.9740	0.0167	1.3080	30.3535	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0995	0.8073	0.1167	0.8015	0.1514	0.0000	0.0000	321.3947	0.0000	60.0824	0.8157	0.0052	40.1396	0.0000	0.0000	0.0000
