Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7515	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.3390	0.0000	1.2800	25.5147	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4958	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.3650	0.0000	1.2800	25.5044	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2376	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.3790	0.0000	1.2900	25.5228	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.2616	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.4050	0.0000	1.2800	25.4939	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.9482	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.4330	0.0000	1.2800	25.5271	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.4945	0.0000	52.5228	1.9360	0.0054	27.4907	0.0000	0.0000	0.0000
3.9979	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.4330	0.0000	1.2800	25.5271	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.4945	0.0000	52.5228	1.9360	0.0054	27.4907	0.0000	0.0000	0.0000
4.5673	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4470	0.0000	1.2900	25.5140	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5243	0.0000	52.5220	1.9360	0.0056	27.4897	0.0000	0.0000	0.0000
4.7430	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4470	0.0000	1.2900	25.5140	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5243	0.0000	52.5220	1.9360	0.0056	27.4897	0.0000	0.0000	0.0000
5.1870	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4730	0.0000	1.2800	25.5287	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5297	0.0000	52.5212	1.9360	0.0053	27.4897	0.0000	0.0000	0.0000
5.4701	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4730	0.0000	1.2800	25.5287	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5297	0.0000	52.5212	1.9360	0.0053	27.4897	0.0000	0.0000	0.0000
5.8076	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4730	0.0000	1.2800	25.5287	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5433	0.0000	52.5205	1.9360	0.0052	27.4886	0.0000	0.0000	0.0000
6.2067	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4850	0.0000	1.2800	25.4983	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5554	0.0000	52.5197	1.9360	0.0054	27.4886	0.0000	0.0000	0.0000
6.4117	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.4850	0.0000	1.2800	25.4983	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.5554	0.0000	52.5197	1.9360	0.0054	27.4886	0.0000	0.0000	0.0000
6.9762	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.5060	0.0000	1.2800	25.5098	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6217	0.0000	52.5190	1.9360	0.0051	27.4876	0.0000	0.0000	0.0000
7.0314	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.5060	0.0000	1.2800	25.5098	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6217	0.0000	52.5190	1.9360	0.0051	27.4876	0.0000	0.0000	0.0000
7.6515	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.5170	0.0000	1.2800	25.5109	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6096	0.0000	52.5182	1.9360	0.0054	27.4866	0.0000	0.0000	0.0000
7.7124	0.0000	-0.0400	0.0053	0.0000	0.0000	-0.0100	196.5170	0.0000	1.2800	25.5109	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6096	0.0000	52.5182	1.9360	0.0054	27.4866	0.0000	0.0000	0.0000
8.2721	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.5380	0.0000	1.2700	25.5013	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6799	0.0000	52.5175	1.9360	0.0054	27.4866	0.0000	0.0000	0.0000
8.4678	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.5380	0.0000	1.2700	25.5013	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6799	0.0000	52.5175	1.9360	0.0054	27.4866	0.0000	0.0000	0.0000
8.8920	0.0000	-0.0410	0.0053	0.0000	0.0000	-0.0100	196.5480	0.0000	1.2800	25.4840	NOT CONNECTED	16300.0000	582.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0378	-1.7224	-0.8840	-1.9005	-0.3689	0.0000	0.0000	272.6366	0.0000	52.5167	1.9360	0.0054	27.4856	0.0000	0.0000	0.0000
