Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	My_Measured_Temp
0.7637	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.7310	0.0000	1.8500	43.1387	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4943	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.6070	0.0000	1.8400	43.1179	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.6288	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.6070	0.0000	1.8400	43.1179	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0188	0.0000	63.7545	1.0701	0.0055	37.9434	89.7300
2.2263	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5260	0.0000	1.8800	43.1635	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0404	0.0000	63.7484	1.0701	0.0051	37.9434	89.7300
2.2342	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5260	0.0000	1.8800	43.1635	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0404	0.0000	63.7484	1.0701	0.0051	37.9434	89.7300
2.8553	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5240	0.0000	1.8800	43.1531	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0147	0.0000	63.7425	1.0701	0.0054	37.9340	89.7300
3.2297	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5240	0.0000	1.8800	43.1531	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	249.9863	0.0000	63.7364	1.0701	0.0053	37.9247	89.7300
3.4615	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5240	0.0000	1.8800	43.1531	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	249.9863	0.0000	63.7364	1.0701	0.0053	37.9247	89.7300
3.9663	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5130	0.0000	1.8800	43.1225	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0080	0.0000	63.7306	1.0701	0.0055	37.9247	89.7300
4.0832	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.5130	0.0000	1.8800	43.1225	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	250.0080	0.0000	63.7306	1.0701	0.0055	37.9247	89.7300
4.7022	0.0000	-0.0560	0.0000	0.0000	0.0000	-0.0000	180.4900	0.0000	1.8900	43.1200	NOT CONNECTED	0.0000	500.0000	0.0000	0.0000	0.0000	0.0000	0.0931	0.0538	-0.8870	-0.5985	-0.9995	-0.3822	0.0000	0.0000	249.9566	0.0000	63.7245	1.0701	0.0050	37.9154	89.7300
