Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	motor_temperature_2	motor_temperature_3	temperature_tamb	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	Mcl_Quantities.Stator_Resistance	My_Measured_Temp	SR_Motor_Fault	BD_Select_Method	BD_Manual_Method	BD_Level_x32	BD_Level_Rate_x32	BD_Param_x32	BD_Param_Rate_x32	BD_Reset	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
10.1721	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5970	0.0000	1.4300	28.4650	28.5368	28.6638	25.6963	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	17.2777	17.1086
10.5159	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5870	0.0000	1.4300	28.4520	28.5355	28.6671	25.6646	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	17.1354	17.2777	17.1086
10.8389	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5810	0.0000	1.4400	28.4705	28.5161	28.6696	25.6941	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	17.1354	17.2777	17.1086
11.0310	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5810	0.0000	1.4400	28.4705	28.5161	28.6696	25.6941	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	17.1354	17.2777	17.1086
11.5060	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5800	0.0000	1.4400	28.4705	28.5161	28.6696	25.6941	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.3361	0.3382	0.3361
11.5610	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5800	0.0000	1.4400	28.4705	28.5161	28.6696	25.6941	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.3361	0.3382	0.3361
12.0782	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5830	0.0000	1.4400	28.4701	28.5229	28.6590	25.6994	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.3361	0.0041	0.0041
12.1741	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5830	0.0000	1.4400	28.4701	28.5229	28.6590	25.6994	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.3361	0.0041	0.0041
12.5947	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5900	0.0000	1.4300	28.4701	28.5229	28.6590	25.6994	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0041	0.0041	0.0041
12.8406	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.5900	0.0000	1.4300	28.4701	28.5229	28.6590	25.6994	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0041	0.0041	0.0041
13.1244	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6000	0.0000	1.4300	28.4718	28.5118	28.6599	25.6779	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0041	0.0041	0.0041
13.5087	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6150	0.0000	1.4200	28.4797	28.5164	28.6674	25.7158	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
13.6411	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6150	0.0000	1.4200	28.4797	28.5164	28.6674	25.7158	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
14.1920	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6590	0.0000	1.3100	28.4492	28.5354	28.6566	25.7136	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
14.4167	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6590	0.0000	1.3100	28.4492	28.5354	28.6566	25.7136	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	35.0000	0.0000	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
14.8593	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.6590	0.0000	1.3100	28.4492	28.5354	28.6566	25.7136	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7696	0.0000	25.0000	0.0000	0.0088	40.0000	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
15.5271	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.7780	0.0000	1.2800	28.4668	28.5172	28.6463	25.7227	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.7790	0.0000	25.0000	0.0000	0.0054	39.9937	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
16.1950	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.7780	0.0000	1.2800	28.4668	28.5172	28.6463	25.7227	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.8359	0.0000	25.0000	0.0000	0.0054	39.9937	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
16.4472	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.7780	0.0000	1.2800	28.4668	28.5172	28.6463	25.7227	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.8359	0.0000	25.0000	0.0000	0.0054	39.9937	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
16.8621	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.8100	0.0000	1.2900	28.4668	28.5172	28.6463	25.7227	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.9022	0.0000	25.0000	0.0000	0.0052	39.9874	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
16.9646	0.0000	0.0000	0.0067	0.0000	0.0000	-0.0200	230.8100	0.0000	1.2900	28.4668	28.5172	28.6463	25.7227	NOT CONNECTED	582.0000	407.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	320.9022	0.0000	25.0000	0.0000	0.0052	39.9874	2.8600	30.0000	0.0000	1.0000	3.0000	32.0000	32.0000	32.0000	32.0000	255.0000	0.0000	0.0000	0.0000
