WindyBPMp40_HefeiH24_LowSpeedTorque_230Vac_ID12__220uF_20250529_153433
Report created on: 2025/05/29: 16:30:49


Step N. = 	0
Target Speed = 	349

Speed Mainboard (rpm_M)	Speed TestBench (rpm_M)	Speed Error (rpm_M)	Speed Error %	Torque TestBench (Nm_M)	Torque Ref (Nm)	Torque MainBoard (Nm_M)	Torque MainBoard Error (Nm_M)	Torque MainBoard Error %	Flux Ref (V/rad/s)	Flux (V/rad/s)	Id * Iq (A^2)	Id (Apeak)	Iq (Apeak)	Id Rotor (Apeak)	Iq Rotor (Apeak)	IMotor Measured (Arms)	IMotor MainBoard (Arms)	IMotor Error (Arms)	IMotor Error %	Motor Current THD %	Vsdref (Vpeak)	Vsqref (Vpeak)	Vout MainBoard (Vrms)	Vout Measured (Vrms)	Vout Error (Vrms)	Vout Error %	Motor Power MainBoard (W)	Motor Power Measured (W)	Motor Power Error (W)	Motor Power Error %	Line Voltage (Vrms)	Line Current (Arms)	Line Power (W)	Line Power Factor	Bulk Ripple (V)	DC Bus Voltage (Vrms)	Motor Mechanical Power (W)	Motor Efficiency	Inverter Efficiency	Overall Efficiency	Temperature (deg C)	Estimated Temperature (deg C)	Motor cos-phi	Electrical Power Alpha-Beta [W]	Electrical Power Error [W]	Electrical Power Error [%]	Bus Voltage Usage [%]	Rotational Losses [W]	Kt [Nm/Arms]	
345.2832	348.7500	3.4668	0.9941	2.5002	2.3564	2.3293	0.1709	6.8365	0.1165	0.1180	14.7722	4.4348	3.3327	-2.7382	4.9993	4.0284	4.0419	-0.0135	-0.3349	0.0000	17.2689	29.5278	41.9239	40.3305	-1.5934	-3.9508	262.2218	252.2100	-10.0118	-3.9696	230.5763	2.3592	309.2025	0.5684	nan	212.8921	91.3117	36.2048	81.5679	29.5315	42.2697	82.2518	0.8963	260.6849	-8.4749	-3.3603	18.9441	11.9697	0.6207	
332.7191	348.0000	15.2809	4.3911	2.3993	2.3276	2.1948	0.2045	8.5252	0.1151	0.1166	13.7339	4.3409	3.1650	-2.4348	4.8667	3.8004	3.8132	-0.0127	-0.3353	0.0000	15.2522	28.8797	40.0048	39.2727	-0.7321	-1.8641	236.4219	232.1433	-4.2785	-1.8431	230.8173	2.2180	284.0067	0.5547	nan	214.4257	87.4376	37.6654	81.7387	30.7872	44.2788	84.5853	0.8980	242.3664	-10.2231	-4.4038	18.3153	11.1542	0.6313	
349.1928	349.8182	0.6253	0.1788	2.2998	2.1433	2.1528	0.1470	6.3936	0.1145	0.1145	12.5842	4.0140	3.1374	-1.9942	4.6973	3.5980	3.6099	-0.0119	-0.3297	0.0000	14.4684	28.4204	39.0598	38.3209	-0.7389	-1.9281	220.8845	214.1855	-6.6990	-3.1277	230.9121	2.0810	261.9818	0.5452	nan	215.5505	84.2489	39.3346	81.7558	32.1583	45.8054	85.4778	0.8969	220.8920	-6.7065	-3.1312	17.7782	9.5509	0.6392	
348.7231	349.2500	0.5269	0.1509	2.1990	2.0612	2.0550	0.1440	6.5487	0.1141	0.1142	11.3714	3.7958	2.9966	-1.5956	4.5331	3.4156	3.4263	-0.0108	-0.3151	0.0000	13.6298	27.8764	38.0060	37.4130	-0.5930	-1.5849	202.9520	198.0125	-4.9395	-2.4945	230.7975	1.9531	242.3750	0.5377	nan	216.2134	80.4249	40.6161	81.6968	33.1820	47.5521	85.6493	0.8946	204.6532	-6.6407	-3.3537	17.3037	8.3942	0.6438	
344.7840	348.4444	3.6604	1.0505	2.0997	2.0009	1.9715	0.1281	6.1022	0.1137	0.1137	10.2941	3.5597	2.8916	-1.3703	4.3912	3.2464	3.2577	-0.0114	-0.3502	0.0000	12.7036	27.7398	37.3675	36.5444	-0.8231	-2.2522	188.1891	183.2678	-4.9213	-2.6853	230.6897	1.8326	224.5900	0.5312	nan	216.9166	76.6147	41.8048	81.6010	34.1131	48.4426	85.4217	0.8919	188.4822	-5.2144	-2.8452	16.8472	7.6863	0.6468	
345.2759	349.5000	4.2241	1.2086	1.9990	1.9155	1.8769	0.1221	6.1099	0.1135	0.1134	9.3389	3.3920	2.7538	-1.0973	4.2452	3.0858	3.0964	-0.0106	-0.3419	0.0000	11.8360	27.2691	36.4084	35.6943	-0.7141	-2.0006	172.8305	169.4775	-3.3530	-1.9784	230.5998	1.7171	208.0925	0.5255	nan	217.4158	73.1626	43.1695	81.4434	35.1587	48.9191	85.0064	0.8883	174.5621	-5.0846	-3.0002	16.4175	6.7373	0.6478	
349.8342	347.7778	-2.0564	-0.5913	1.8999	1.8068	1.8091	0.0908	4.7807	0.1133	0.1134	8.5390	3.2046	2.6652	-0.8088	4.0758	2.9341	2.9439	-0.0098	-0.3353	0.0000	11.1154	26.7405	35.4673	34.8707	-0.5966	-1.7109	160.3411	156.6922	-3.6488	-2.3287	230.5273	1.6087	192.8889	0.5201	nan	218.0095	69.1924	44.1581	81.2344	35.8716	49.6050	84.5171	0.8842	160.5647	-3.8725	-2.4714	15.9950	6.3132	0.6475	
349.2019	350.0000	0.7981	0.2280	1.7998	1.7261	1.7172	0.0825	4.5855	0.1131	0.1131	7.6226	3.0114	2.5303	-0.5634	3.8709	2.7880	2.7973	-0.0093	-0.3340	0.0000	10.4857	26.3343	34.7156	34.0443	-0.6713	-1.9719	147.3111	144.6144	-2.6966	-1.8647	230.5316	1.5035	178.5211	0.5150	nan	218.5330	65.9652	45.6146	81.0069	36.9509	50.2635	83.9685	0.8797	148.4977	-3.8833	-2.6852	15.5786	5.1696	0.6456	
346.9745	348.6250	1.6505	0.4734	1.7000	1.6536	1.6392	0.0608	3.5746	0.1124	0.1126	6.8209	2.8110	2.4269	-0.4314	3.7560	2.6332	2.6439	-0.0107	-0.4081	0.0000	9.6940	25.7045	33.6464	33.1195	-0.5269	-1.5908	134.4216	132.4287	-1.9929	-1.5049	230.7829	1.3944	163.9925	0.5096	nan	219.3592	62.0634	46.8656	80.7529	37.8453	50.1345	83.3799	0.8767	135.6363	-3.2075	-2.4221	15.0983	4.8480	0.6456	
344.7403	347.7500	3.0097	0.8655	1.5982	1.5793	1.5540	0.0443	2.7699	0.1113	0.1115	6.0203	2.5888	2.3259	-0.3029	3.4914	2.4720	2.4804	-0.0085	-0.3427	0.0000	9.0810	25.0851	32.6759	32.1048	-0.5712	-1.7791	122.7641	120.4325	-2.3316	-1.9360	230.9487	1.2864	149.7275	0.5040	nan	220.0362	58.2022	48.3278	80.4345	38.8722	50.2739	82.7606	0.8761	122.9682	-2.5357	-2.1055	14.5907	4.4611	0.6466	
348.2845	349.8889	1.6044	0.4585	1.4998	1.4712	1.4517	0.0481	3.2051	0.1098	0.1102	5.1300	2.3281	2.2025	-0.1564	3.2470	2.3075	2.3161	-0.0086	-0.3722	0.0000	8.4317	24.4331	31.6612	31.0494	-0.6118	-1.9703	110.1006	108.7211	-1.3795	-1.2689	230.8458	1.1799	135.7178	0.4983	nan	220.3922	54.9522	50.5441	80.1082	40.4900	50.4155	82.1205	0.8761	110.9667	-2.2456	-2.0654	14.0883	3.4059	0.6500	
350.7579	349.0000	-1.7579	-0.5037	1.4005	1.3685	1.3858	0.0147	1.0471	0.1090	0.1086	4.7939	2.2687	2.1137	-0.0166	3.0377	2.1422	2.1494	-0.0071	-0.3333	0.0000	7.2352	23.6452	30.2983	29.9558	-0.3425	-1.1434	99.6013	97.5675	-2.0338	-2.0845	230.5693	1.0775	122.4175	0.4928	nan	220.6305	51.1844	52.4605	79.7006	41.8113	50.2174	81.4486	0.8778	100.2570	-2.6895	-2.7565	13.5773	3.0070	0.6538	
