Time	speed	torque	motor_current	motor_current_thd	motor_voltage	motor_power	line_voltage	line_current	line_power	motor_temperature	Test_Marker	BD_Target_Speed	BD_Target_Accel	BD_Update_Cmd	Mcl_Quantities.Speed_Rot_Mech	Mcl_Quantities.Torque	Mcl_Quantities.Torque_Ref	Mcl_Quantities.Stator_Flux_Mag	Mcl_Quantities.Flux_Ref	Mcl_Quantities.Id_stator_current	Mcl_Quantities.Iq_stator_current	Mcl_Quantities.Id_rotor_current	Rotor_Curr_Iq	Flux_Controller.Out	Torque_Controller.Out	DC_Bus_RMS	Mcl_Quantities.Electrical_Power	Mcl_Quantities.Stator_Temperature	Mcl_Quantities.Is_Abs	Mcl_Quantities.IsRMS	SR_Overheating_Temp	SR_SquaredCurrentRmsA	SR_SquaredCurrentRmsB	SR_SquaredCurrentRmsC
0.7427	0.0000	-0.0310	0.0058	0.0000	0.0000	-0.0200	230.9700	0.0307	2.0700	49.2565	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
1.4808	0.0000	-0.0350	0.0058	0.0000	0.0000	-0.0200	230.9710	0.0306	2.0700	49.2243	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.2146	0.0000	-0.0300	0.0058	0.0000	0.0000	-0.0200	230.9730	0.0306	2.0700	49.1983	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
2.9579	0.0000	-0.0380	0.0058	0.0000	0.0000	-0.0200	230.9740	0.0354	2.2000	49.1925	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
3.6994	0.0000	-0.0300	0.0058	0.0000	0.0000	-0.0200	230.9760	0.0306	2.0700	49.1448	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED	NOT CONNECTED
4.2858	0.0000	-0.0300	0.0058	0.0000	0.0000	-0.0200	230.9760	0.0306	2.0700	49.1448	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0784	0.1908	-2.0858	0.0729	0.0000	0.0000	321.6503	0.0000	73.4521	2.0871	0.0053	48.9844	0.0000	0.0000	0.0000
5.4954	0.0000	-0.0340	0.0058	0.0000	0.0000	-0.0200	230.9780	0.0305	2.0700	49.0707	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0784	0.1908	-2.0858	0.0729	0.0000	0.0000	321.6422	0.0000	73.4191	2.0871	0.0050	48.9742	0.0000	0.0000	0.0000
5.9579	0.0000	-0.0340	0.0058	0.0000	0.0000	-0.0200	230.9780	0.0305	2.0700	49.0707	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0784	0.1908	-2.0858	0.0729	0.0000	0.0000	321.6260	0.0000	73.4025	2.0871	0.0051	48.9639	0.0000	0.0000	0.0000
6.1160	0.0000	-0.0340	0.0058	0.0000	0.0000	-0.0200	230.9780	0.0305	2.0700	49.0707	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0784	0.1908	-2.0858	0.0729	0.0000	0.0000	321.6260	0.0000	73.4025	2.0871	0.0051	48.9639	0.0000	0.0000	0.0000
6.7014	0.0000	-0.0320	0.0058	0.0000	0.0000	-0.0200	230.9780	0.0304	2.0700	49.0501	NOT CONNECTED	0.0000	465.0000	0.0000	0.0000	0.0000	0.0000	0.0829	0.0367	-2.0784	0.1908	-2.0858	0.0729	0.0000	0.0000	321.6436	0.0000	73.3865	2.0871	0.0052	48.9639	0.0000	0.0000	0.0000
